15	0.1	65.0	445.6
15	0.2	507.0	891.2
15	0.3	731.0	1336.8
15	0.4	731.0	1782.4
15	0.5	731.0	2228.0
15	0.6	731.0	2673.6
15	0.7	1146.0	3119.2
15	0.8	803.0	3564.8
15	0.9	1146.0	4010.4
20	0.1	109.0	246.20000000000002
20	0.2	128.0	492.40000000000003
20	0.3	205.0	738.6
20	0.4	173.0	984.8000000000001
20	0.5	268.0	1231.0
20	0.6	268.0	1477.2
20	0.7	724.0	1723.3999999999999
20	0.8	804.0	1969.6000000000001
20	0.9	764.0	2215.8
22	0.1	22.0	594.8000000000001
22	0.2	63.0	1189.6000000000001
22	0.3	183.0	1784.3999999999999
22	0.4	201.0	2379.2000000000003
22	0.5	183.0	2974.0
22	0.6	201.0	3568.7999999999997
22	0.7	350.0	4163.599999999999
22	0.8	701.0	4758.400000000001
22	0.9	1140.0	5353.2
