70 20 5078 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
83 20 3690 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
147 20 7231 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0.1
178 20 3212 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
221 20 9991 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0.1
242 20 1956 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.1
261 20 6880 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0.1
273 20 3070 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.1
317 20 1987 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
333 20 7245 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
351 20 3661 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
370 20 3615 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
386 20 2355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.1
389 20 2580 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
426 20 8152 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0.1
496 20 5076 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.1
497 20 6409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.1
530 20 6722 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 1 0 0 0.1
541 20 4467 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.1
589 20 2839 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.1
592 20 4036 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
598 20 2082 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
634 20 6872 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
665 20 8285 0 0 1 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0.1
673 20 4581 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.1
676 20 4765 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.1
689 20 5740 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
723 20 6561 1 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0.1
754 20 6897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.1
775 20 5189 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.1
782 20 5670 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.1
796 20 4856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.1
810 20 3627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.1
857 20 3815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.1
881 20 7139 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0.1
908 20 7337 0 0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0.1
913 20 5435 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
924 20 4383 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.1
972 20 9674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.1
974 20 6528 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
983 20 7104 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.1
1000 20 2427 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1054 20 1741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.1
1070 20 4634 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1087 20 4549 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1107 20 6629 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1151 20 8992 0 0 1 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0.1
1177 20 2296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.1
1202 20 2632 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.1
1215 20 4900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.1
1216 20 6879 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1221 20 5187 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1285 20 3284 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.1
1317 20 9817 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0.1
1323 20 4883 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1345 20 20503 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.1
1362 20 5466 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1410 20 7250 0 1 0 0 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0.1
1418 20 5199 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0.1
1421 20 6270 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0.1
1479 20 4134 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1516 20 4226 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0.1
1542 20 9972 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0.1
1587 20 1745 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1608 20 1762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.1
1629 20 7303 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.1
1651 20 11172 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1674 20 1332 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1689 20 2097 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1708 20 9106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.1
1742 20 4853 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.1
1772 20 3155 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
1836 20 4653 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0.1
