1 15 624 44 88 52 246 243 1186 179 933 33 99 65 276 176 831 181 871 19 110 257 1282 81 492 286 1428 294 1466 9 124 164 822
2 15 567 141 741 60 297 183 867 121 609 27 215 211 1054 89 485 10 93 281 1404 100 426 9 148 202 973 172 863 105 464 181 959
3 15 812 237 1164 281 1396 250 1265 21 63 88 473 223 1085 264 1317 71 282 203 996 90 521 165 884 189 993 287 1429 177 926 161 849
4 15 621 65 429 129 656 21 57 22 43 195 988 213 1080 75 279 289 1443 182 939 137 727 226 1140 92 503 244 1193 135 712 46 136
5 15 733 208 1065 140 758 217 1087 100 438 186 913 272 1352 53 329 33 116 42 198 172 832 205 1054 222 1079 285 1427 15 20 295 1471
6 15 769 66 235 193 952 79 487 151 726 279 1401 155 765 202 1022 283 1423 63 240 173 901 231 1173 220 1061 252 1246 186 924 31 227
7 15 557 42 306 232 1187 29 243 192 948 166 787 78 370 49 273 49 307 81 376 266 1340 239 1201 20 90 57 380 168 874 191 972
8 15 729 262 1303 231 1128 220 1122 176 825 115 658 80 315 192 951 80 461 85 410 203 969 267 1339 159 851 70 379 194 1009 98 396
9 15 747 52 274 173 904 198 959 103 438 180 898 259 1314 226 1137 256 1283 93 504 248 1237 113 549 103 468 255 1259 174 923 59 410
10 15 603 80 401 120 597 291 1460 138 766 56 378 263 1314 127 579 70 285 90 441 67 318 284 1411 233 1159 74 467 23 225 96 511
11 15 508 258 1274 24 65 116 617 30 60 213 1065 85 491 114 592 162 856 138 758 107 435 21 187 31 171 100 470 160 761 135 694
12 15 594 89 448 61 419 87 421 237 1157 37 260 50 248 241 1220 22 100 16 166 247 1227 141 694 258 1301 36 307 214 1057 244 1226
13 15 694 77 325 110 510 122 563 279 1399 284 1423 150 719 52 151 68 310 45 128 153 808 261 1297 150 735 237 1179 211 1078 116 617
14 15 628 83 328 133 746 90 465 33 101 182 894 71 438 114 648 116 664 187 929 150 681 198 937 279 1387 81 365 105 556 273 1360
15 15 603 298 1490 95 393 2 139 171 869 96 568 51 166 85 442 276 1386 17 21 245 1202 18 18 293 1462 118 606 5 95 241 1225
16 15 735 98 386 237 1177 270 1343 78 326 190 904 289 1443 198 939 100 484 233 1148 97 583 257 1260 62 412 161 803 22 9 160 828
17 15 785 252 1261 105 437 289 1446 36 252 168 789 190 992 263 1311 116 537 251 1253 151 710 97 535 219 1070 43 248 260 1319 178 935
18 15 816 178 880 46 324 196 1021 142 678 287 1431 300 1499 191 950 198 944 202 1035 177 844 287 1430 69 283 158 740 149 811 142 655
19 15 678 50 232 36 180 179 866 63 288 274 1366 127 677 36 263 109 596 277 1385 190 993 240 1179 270 1333 256 1289 125 606 30 117
20 15 811 132 725 217 1076 45 286 248 1241 264 1303 288 1433 272 1364 1 79 240 1191 260 1315 23 228 96 423 214 1027 124 696 281 1408
21 15 524 12 10 246 1219 207 1066 4 123 1 89 60 396 237 1159 60 334 135 721 278 1381 119 543 124 544 124 582 18 170 123 598
22 15 686 58 304 5 112 294 1466 227 1104 41 185 82 437 261 1315 273 1364 140 738 90 498 108 545 291 1449 184 865 138 748 95 547
23 15 745 11 74 280 1397 257 1301 207 1028 268 1344 61 227 136 598 215 1076 189 943 203 1007 28 169 157 770 82 502 159 741 231 1134
24 15 626 218 1053 158 742 234 1173 13 201 170 851 273 1375 43 243 44 217 110 549 280 1393 23 137 53 172 225 1112 86 365 158 736
25 15 763 261 1302 255 1281 278 1395 137 723 250 1270 43 285 209 1042 79 332 96 471 92 463 265 1339 11 62 274 1366 69 244 227 1140
26 15 703 244 1230 71 299 131 591 200 984 272 1351 168 777 115 479 142 634 263 1309 110 547 140 714 129 588 232 1156 81 295 48 279
27 15 763 255 1253 75 284 252 1280 79 373 261 1315 285 1422 270 1350 37 84 140 655 162 808 100 408 202 991 50 193 171 919 207 1006
28 15 707 262 1319 297 1485 285 1426 24 158 159 821 47 216 149 776 22 204 78 436 275 1381 265 1318 88 539 69 451 159 852 179 888
29 15 680 104 546 207 991 203 970 192 902 97 469 166 762 77 387 227 1125 6 110 6 122 208 1046 213 1074 291 1446 196 1028 75 287
30 15 549 183 863 226 1167 25 87 172 923 113 645 195 972 3 17 30 258 87 482 137 754 23 145 146 795 85 471 261 1312 147 774
31 15 783 123 652 177 856 123 625 268 1347 41 208 95 515 294 1466 233 1138 189 959 116 603 280 1399 223 1083 141 762 273 1361 37 181
32 15 675 232 1131 245 1248 161 804 41 178 179 835 30 216 94 527 36 273 71 330 160 770 278 1393 226 1143 166 817 280 1395 51 367
33 15 682 111 496 299 1494 115 634 135 646 144 729 163 878 162 817 87 355 6 42 261 1312 73 474 41 150 135 732 292 1454 251 1234
34 15 651 193 944 26 214 154 828 117 663 47 358 249 1256 237 1208 294 1467 110 521 27 233 229 1116 134 652 5 111 66 218 283 1417
35 15 626 50 187 48 346 137 607 161 801 202 1034 6 66 116 620 138 664 120 545 257 1265 230 1182 124 608 270 1364 174 867 54 338
36 15 598 278 1378 273 1355 197 1020 19 192 102 583 203 984 126 593 47 233 60 296 237 1199 98 446 198 1001 27 244 26 84 103 492
37 15 775 129 574 212 1088 39 241 286 1419 16 196 140 738 60 396 145 666 284 1419 262 1290 279 1395 91 538 269 1330 252 1254 121 664
38 15 741 200 993 42 212 251 1274 290 1444 107 469 156 708 202 1017 31 77 221 1088 259 1278 287 1435 42 314 211 1051 104 449 67 328
39 15 680 23 15 129 634 277 1372 151 729 232 1160 108 540 182 915 90 455 209 1025 212 1070 285 1430 117 663 33 256 138 724 82 407
40 15 631 145 724 110 602 23 243 35 222 193 930 221 1127 150 758 176 861 108 533 192 956 291 1450 127 650 226 1102 7 89 101 590
41 15 688 35 302 117 646 43 154 257 1272 34 66 218 1054 242 1217 248 1230 298 1490 203 1015 169 876 182 853 1 28 11 70 237 1205
42 15 717 209 1027 97 499 179 955 230 1115 115 652 226 1133 234 1152 16 50 4 57 47 284 276 1373 235 1182 269 1344 65 265 190 996
43 15 700 147 662 194 982 56 381 37 100 227 1126 14 12 165 886 201 965 154 710 294 1467 51 149 252 1246 236 1160 79 327 228 1155
44 15 775 243 1226 187 899 54 208 112 553 291 1450 298 1491 140 667 264 1322 168 799 33 72 57 169 205 1059 155 709 106 572 272 1355
45 15 746 206 1026 216 1110 144 715 155 711 59 356 181 959 219 1079 16 156 264 1314 119 515 153 771 239 1160 138 667 180 881 200 984
46 15 450 128 575 77 494 170 879 139 642 239 1206 26 46 74 476 203 969 56 288 74 398 38 159 155 822 110 560 12 74 1 48
47 15 645 176 853 74 437 20 170 214 1074 98 524 238 1217 291 1450 276 1387 44 182 140 654 63 258 221 1142 7 82 174 924 114 542
48 15 534 56 267 24 34 139 713 283 1420 66 376 90 371 158 807 194 992 111 504 32 94 165 854 5 55 197 934 147 696 116 526
49 15 837 198 1008 148 690 225 1099 272 1358 284 1425 253 1266 160 851 182 852 91 385 271 1366 240 1179 125 554 3 154 53 379 288 1439
50 15 857 289 1448 147 782 112 477 282 1398 189 972 165 787 162 853 127 555 254 1275 263 1312 241 1190 188 989 105 435 45 163 288 1442
51 15 530 81 435 274 1367 164 880 110 460 18 62 234 1171 120 564 88 386 36 231 54 237 261 1284 13 59 62 225 179 934 73 449
52 15 646 140 729 110 498 282 1407 126 702 154 772 150 793 252 1237 55 313 120 593 221 1072 59 273 101 581 105 478 280 1408 1 17
53 15 586 99 402 192 983 7 47 243 1193 122 619 136 633 40 118 15 6 97 519 54 287 156 794 275 1387 266 1325 46 261 207 1006
54 15 727 131 735 42 287 114 556 192 918 150 778 101 525 190 972 42 135 216 1100 295 1472 242 1183 241 1218 199 967 195 947 76 356
55 15 686 168 822 93 365 80 425 264 1336 244 1203 191 974 91 372 266 1345 113 540 168 865 65 251 69 360 182 957 164 788 129 581
56 15 680 224 1156 139 768 233 1130 111 622 122 530 148 775 114 584 248 1210 115 615 14 59 10 20 150 762 274 1376 144 708 223 1090
57 15 836 153 827 103 537 54 255 112 617 272 1362 283 1408 253 1248 210 1073 211 1013 270 1344 228 1147 257 1263 162 804 179 914 40 117
58 15 616 54 353 123 594 141 780 19 167 46 116 215 1078 76 474 136 722 100 583 282 1402 7 123 77 304 300 1496 231 1179 249 1224
59 15 706 60 188 259 1280 129 616 140 713 183 853 256 1289 279 1394 195 923 15 54 266 1335 57 370 128 621 111 519 82 300 196 932
