1 5 6 1 8 44 310 2 355 10 979 7 1164
2 5 2 2 571 3 456 9 1255 4 1396 8 1016
3 5 3 3 1014 1 7 25 829 7 1148 1 1153
4 5 2 3 971 5 168 2 1242 4 213 8 1468
5 5 3 10 835 1 596 1 618 5 816 16 285
6 5 1 1 800 1 882 9 618 3 1224 3 1396
7 5 3 4 93 5 443 2 901 3 85 19 770
8 5 1 3 1162 2 792 2 1160 1 661 8 1089
9 5 1 4 1276 1 613 4 1098 1 799 6 55
10 5 1 1 833 3 514 7 1109 2 293 1 220
11 5 3 13 699 1 509 2 495 13 1484 4 1196
12 5 3 8 913 5 685 2 343 5 1369 12 924
13 5 2 2 1089 3 1027 7 365 6 995 4 1390
14 5 1 2 280 3 1224 1 35 1 1377 3 1205
15 5 1 2 1123 8 790 2 568 4 561 2 1242
16 5 3 7 361 11 28 4 1 5 656 3 599
17 5 1 2 958 1 844 5 1328 6 1159 4 233
18 5 2 2 1448 8 174 9 1027 1 170 3 1095
19 5 2 5 377 1 1471 1 798 13 1240 3 336
20 5 2 1 218 1 1369 2 1399 15 1382 3 739
21 5 2 3 147 5 354 6 52 12 878 1 62
22 5 2 2 916 5 1000 2 323 14 215 1 265
23 5 1 2 1057 4 259 3 147 7 990 1 1113
24 5 1 3 790 3 455 2 1059 2 755 4 285
25 5 2 1 476 2 290 12 413 1 1175 7 1377
26 5 3 9 1434 2 216 1 1353 21 1252 1 1122
27 5 3 9 496 2 1052 3 1386 13 882 9 859
28 5 4 2 1264 6 727 11 620 14 700 12 1303
29 5 2 6 33 14 386 3 1202 2 711 1 221
30 5 3 5 981 8 646 11 130 3 718 3 74
31 5 1 1 381 8 1281 5 1466 1 115 3 862
32 5 3 13 548 9 1258 6 1037 2 1417 3 1188
33 5 3 12 226 7 1010 1 712 7 4 3 142
34 5 2 2 933 10 695 2 1413 6 803 6 978
35 5 2 9 1365 3 632 1 1043 7 1387 3 96
36 5 5 1 507 12 1100 20 1020 20 717 2 896
37 5 3 6 852 10 442 7 1144 2 768 9 1255
38 5 3 4 541 7 753 4 200 2 643 17 692
39 5 3 3 1150 11 1365 11 624 1 1432 4 557
40 5 2 14 1474 2 1020 3 1051 5 457 5 1192
41 5 5 2 1473 7 1308 34 206 4 724 5 273
42 5 2 5 1499 1 397 8 238 1 867 13 873
43 5 1 4 875 1 329 2 125 6 1347 2 1421
44 5 1 5 976 4 917 2 634 6 1187 1 681
45 5 1 3 1366 2 1415 5 286 1 252 7 838
46 5 3 1 603 6 1014 4 1075 6 371 19 920
47 5 2 5 176 3 153 2 1255 5 81 10 762
48 5 1 3 887 1 1467 4 1217 6 1496 5 1418
49 5 3 2 1485 1 1463 7 1084 16 288 4 834
50 5 2 4 1068 9 476 4 402 1 477 8 380
51 5 1 5 836 1 187 1 831 2 562 3 1383
52 5 3 3 1327 3 1468 18 341 5 1500 9 928
53 5 2 2 878 2 1 8 771 6 1177 3 1335
54 5 2 8 446 6 763 2 1393 2 1149 2 405
55 5 2 1 923 4 481 6 326 7 815 6 1344
56 5 2 1 215 3 731 7 932 9 1068 4 692
57 5 3 5 1270 8 861 12 75 1 789 4 969
58 5 1 1 655 5 704 4 543 1 501 6 1136
59 5 2 3 569 2 127 7 993 12 272 1 1357
60 5 1 7 139 1 587 3 40 1 193 1 607
61 5 2 1 540 3 1406 1 1029 14 415 2 1420
62 5 2 3 1140 7 1202 7 641 3 893 1 73
63 5 2 3 1484 4 643 2 657 5 441 7 1047
64 5 3 10 1261 1 310 9 1283 4 1306 10 565
65 5 2 6 777 6 1417 1 1246 5 883 8 972
66 5 3 4 1231 12 970 5 706 14 1221 2 1228
67 5 2 3 174 10 943 7 1442 3 81 1 23
68 5 1 4 717 1 1308 3 1369 1 944 6 57
69 5 2 9 492 1 256 1 706 7 636 3 1067
70 5 2 11 690 8 519 3 1186 2 436 2 344
71 5 3 3 1059 7 147 2 64 6 1223 12 932
72 5 1 6 434 1 1176 4 29 1 685 1 454
73 5 1 2 38 1 996 5 225 5 1171 4 1155
74 5 3 2 1175 11 292 4 384 4 711 17 1004
75 5 1 5 1474 1 1269 2 805 3 174 4 444
76 5 2 3 1072 1 161 9 1175 9 1146 2 973
77 5 1 4 1245 11 543 1 861 2 449 1 118
78 5 1 2 258 9 924 1 637 5 421 1 67
79 5 1 4 69 1 1215 2 31 8 378 4 486
80 5 2 4 1097 9 198 1 1432 9 403 6 549
81 5 3 2 383 6 774 2 104 5 600 16 41
82 5 2 8 1134 7 254 6 521 3 1322 2 982
83 5 1 1 397 2 1082 2 30 1 538 6 637
84 5 4 20 854 1 361 3 718 14 394 2 164
85 5 1 3 1066 3 1478 5 1141 2 209 3 28
86 5 4 5 906 4 193 27 265 5 1032 6 179
87 5 3 1 86 12 1404 3 366 8 465 9 838
88 5 1 2 1122 3 843 2 1023 1 793 2 463
89 5 2 4 754 8 1231 3 358 2 212 11 799
90 5 2 5 1226 3 1149 6 271 11 994 1 360
91 5 1 4 69 3 882 4 767 1 1243 3 696
92 5 2 2 1452 3 937 8 10 7 1115 6 639
93 5 3 6 560 17 1187 1 819 12 456 1 1135
94 5 2 1 1488 4 1001 1 1391 16 438 3 1378
95 5 1 3 320 4 1490 6 612 2 326 1 1276
96 5 2 1 183 7 577 3 1098 1 168 8 619
97 5 2 1 669 1 1060 5 279 2 466 18 1453
98 5 1 2 343 4 1247 4 1185 5 1192 2 15
99 5 2 3 460 14 1447 1 88 4 349 6 907
100 5 2 1 1393 3 1034 2 241 2 273 15 640
101 5 2 3 1426 3 289 3 753 1 1350 11 1213
102 5 3 2 111 5 806 7 1360 11 1330 12 1165
103 5 2 9 813 3 586 6 23 2 520 4 356
104 5 1 2 24 7 1322 4 707 2 315 1 774
105 5 2 10 2 3 1374 2 190 3 1223 4 862
106 5 3 1 827 4 376 10 323 12 656 3 1034
107 5 3 3 1445 1 1052 9 1125 14 665 9 790
108 5 2 1 148 6 700 9 1467 2 286 10 1041
109 5 4 13 297 19 587 1 1357 4 938 10 913
110 5 3 9 1284 3 731 22 174 1 82 1 472
111 5 2 11 104 2 709 3 494 5 815 7 880
112 5 5 3 1347 10 219 3 1299 36 613 2 76
113 5 2 5 1274 10 1286 9 957 1 698 3 415
114 5 2 2 678 4 875 4 946 12 1483 2 1317
115 5 2 2 1400 4 535 9 1031 4 101 2 1384
116 5 2 7 1393 7 1244 3 464 5 893 5 223
117 5 1 2 270 6 1200 2 1379 4 718 3 1192
118 5 2 1 238 1 1070 3 252 11 632 4 354
