15	0.1	10.192	16.0
15	0.2	5.208	8.0
15	0.3	3.538666666666667	7.0
15	0.4	2.774	4.0
15	0.5	2.122	4.0
15	0.6	1.958	3.0
15	0.7	1.6606666666666667	3.0
15	0.8	1.21	2.0
15	0.9	1.0266666666666666	2.0
20	0.1	23.464	34.0
20	0.2	11.869333333333334	19.0
20	0.3	8.167333333333334	35.0
20	0.4	5.825333333333333	13.0
20	0.5	4.514	6.0
20	0.6	3.778	6.0
20	0.7	3.168	5.0
20	0.8	2.965333333333333	9.0
20	0.9	2.5406666666666666	5.0
22	0.1	29.93	39.0
22	0.2	14.975333333333333	32.0
22	0.3	10.018666666666666	14.0
22	0.4	7.518	11.0
22	0.5	6.046	10.0
22	0.6	5.018	9.0
22	0.7	4.251333333333333	7.0
22	0.8	3.79	5.0
22	0.9	3.300666666666667	7.0
