1 5 80 44 258 251 388 176 902 73 852 257 404
2 5 96 286 1466 170 133 164 989 183 602 163 1200
3 5 83 152 1035 281 500 39 1278 202 857 165 284
4 5 112 294 1185 249 530 223 1316 159 295 203 447
5 5 123 287 881 259 1249 286 888 195 1062 211 129
6 5 112 223 1173 226 460 223 207 234 1301 217 498
7 5 98 186 1357 95 1152 172 1023 246 152 285 71
8 5 90 295 1193 66 964 118 1399 151 1392 278 656
9 5 108 290 302 220 1259 146 1164 232 1329 192 830
10 5 90 266 1194 182 149 143 1356 231 94 80 956
11 5 98 203 1335 194 1378 98 990 198 514 294 962
12 5 108 176 1047 248 562 129 421 255 868 280 1485
13 5 108 263 634 139 651 284 1165 123 1414 275 249
14 5 102 211 275 213 421 248 947 107 101 242 839
15 5 106 190 442 159 1472 237 185 236 735 247 701
16 5 107 258 177 297 604 244 666 77 548 201 468
17 5 109 116 179 261 746 241 1078 297 859 182 351
18 5 68 187 750 89 1490 102 147 51 425 256 433
19 5 85 28 51 180 414 300 8 237 1346 114 314
20 5 105 295 1 161 107 252 522 181 1160 168 948
21 5 100 263 578 230 290 135 1326 142 1433 230 246
22 5 100 289 229 126 660 179 315 129 1151 277 950
23 5 114 240 1347 237 611 209 1347 217 225 240 1126
24 5 109 280 1372 96 1066 282 1260 179 300 260 1290
25 5 91 113 446 89 1168 237 296 197 1173 278 591
26 5 83 124 617 90 1185 287 846 294 1131 43 645
27 5 113 154 1126 291 919 259 1291 173 200 262 693
28 5 89 185 273 136 1074 136 929 157 410 278 177
29 5 98 73 1086 171 1465 170 1362 287 932 280 112
30 5 82 53 1123 107 324 158 58 261 1273 246 1105
31 5 113 274 1175 209 392 138 773 274 345 244 354
32 5 78 131 997 113 759 129 1156 151 29 264 100
33 5 102 292 629 261 1421 184 184 140 810 146 86
34 5 101 93 420 207 236 262 1484 180 978 275 1322
35 5 99 179 121 207 1013 108 1162 208 1062 291 177
36 5 85 183 1130 298 551 195 13 155 1348 23 930
37 5 125 283 1103 261 734 230 613 217 450 268 201
38 5 121 294 1164 187 948 280 1111 158 743 293 740
39 5 88 225 1189 160 1386 249 1023 166 1399 89 1448
40 5 98 111 1495 252 493 87 30 238 1488 292 1255
41 5 83 101 1230 249 1184 136 555 229 670 117 1197
42 5 97 137 802 227 590 138 597 295 685 174 268
43 5 97 251 1272 203 629 88 743 237 487 192 1349
44 5 94 105 609 132 121 286 79 275 1106 145 1419
45 5 110 262 1392 197 1374 269 1259 200 210 174 332
46 5 86 160 1370 211 517 145 113 165 783 182 447
47 5 108 209 1059 297 1396 146 762 193 1103 241 834
48 5 80 115 704 192 1452 57 1050 185 1488 257 169
49 5 95 218 1208 227 46 178 832 104 870 230 573
50 5 90 226 1170 68 601 276 1174 162 366 176 37
51 5 98 195 1367 227 69 293 143 154 1468 119 135
52 5 129 219 1211 225 272 291 1490 300 472 264 836
53 5 105 57 1021 269 76 272 814 206 1080 255 711
54 5 101 228 1423 219 79 128 385 297 1086 139 1193
55 5 86 203 280 160 956 193 877 92 1200 214 488
56 5 120 291 1377 275 540 140 311 293 563 201 1421
57 5 102 283 328 212 199 111 160 222 906 197 735
58 5 102 116 1311 148 1123 280 850 182 455 299 245
59 5 114 31 533 292 1464 288 233 289 734 244 104
60 5 120 225 348 127 1268 289 62 288 947 274 818
61 5 82 110 88 157 451 88 176 212 552 261 61
62 5 96 62 891 255 1308 264 1037 110 1409 276 812
63 5 92 199 730 221 295 124 1325 105 1399 276 829
64 5 99 99 958 218 821 243 610 166 319 266 228
65 5 112 207 1201 192 746 214 936 295 1209 217 382
66 5 76 125 836 120 22 244 954 206 151 65 344
67 5 112 164 641 233 553 260 74 248 573 218 709
68 5 124 274 716 272 1412 232 48 270 1139 199 301
69 5 90 123 704 294 1148 46 1075 162 1385 282 35
70 5 93 77 1496 263 238 110 65 259 645 229 1273
71 5 79 121 495 82 980 247 976 102 482 239 367
72 5 92 181 421 37 565 238 914 192 742 272 554
73 5 110 237 393 102 149 292 1236 199 98 272 1120
74 5 86 116 1297 139 1446 254 419 223 68 131 956
75 5 80 269 405 168 1264 200 239 112 1442 56 324
76 5 79 261 1341 180 279 26 684 54 774 275 453
77 5 92 274 642 214 1075 139 801 130 1028 165 816
78 5 83 152 995 17 219 264 88 240 1335 162 1438
79 5 102 60 1298 243 318 298 971 176 1143 244 142
80 5 108 281 1443 182 1260 213 939 169 1249 243 349
81 5 118 254 621 193 117 242 338 279 158 220 512
82 5 115 201 645 176 388 295 494 253 848 231 846
83 5 109 109 823 249 683 226 181 264 1401 245 303
84 5 90 164 1162 176 473 128 1220 171 1063 264 411
85 5 98 140 756 116 1119 239 1 258 777 227 1416
