1 5 380 44 23 1 11 52 26 136 51 243 83
2 5 484 179 64 251 86 33 20 78 34 65 30
3 5 388 176 63 36 21 181 65 73 32 19 16
4 5 825 257 88 137 52 81 35 271 92 286 96
5 5 407 294 98 170 61 9 13 27 18 9 13
6 5 702 164 60 155 57 198 70 141 53 220 76
7 5 512 146 54 183 65 27 19 121 47 163 59
8 5 719 240 82 211 74 152 56 89 37 207 73
9 5 618 197 70 281 95 156 57 100 40 39 22
10 5 676 256 87 202 71 51 26 172 62 165 60
11 5 768 57 27 181 65 294 98 192 68 237 82
12 5 655 281 95 18 16 250 85 249 85 21 17
13 5 656 88 37 197 69 223 77 49 25 264 89
14 5 420 71 32 59 28 203 71 103 41 90 37
15 5 968 165 60 283 95 189 67 287 96 287 96
16 5 725 177 63 259 88 161 59 250 85 60 28
17 5 574 286 96 129 49 178 64 21 17 104 42
18 5 712 81 35 195 69 191 68 213 74 211 74
19 5 691 26 18 289 97 144 53 182 65 223 77
20 5 779 235 81 226 78 208 73 92 38 213 74
21 5 368 14 15 135 51 223 77 46 24 42 23
22 5 848 208 73 234 81 140 52 261 89 217 75
23 5 578 100 40 60 28 186 66 105 42 272 92
24 5 366 53 26 231 80 33 20 99 40 42 23
25 5 749 172 62 92 38 205 72 246 84 222 77
26 5 713 285 96 200 70 15 15 97 39 295 99
27 5 516 239 82 66 30 30 19 193 68 118 46
28 5 865 280 94 151 56 94 39 279 94 278 94
29 5 879 132 50 202 71 192 68 283 95 290 97
30 5 751 61 29 173 62 241 83 231 80 233 80
31 5 539 21 17 252 86 69 31 186 66 146 54
32 5 804 233 80 232 80 42 23 266 90 232 80
33 5 616 29 19 260 88 192 68 123 47 166 60
34 5 391 78 34 124 48 49 25 189 67 49 25
35 5 751 81 35 115 45 266 90 238 82 239 82
36 5 417 20 16 30 19 143 53 57 27 272 92
37 5 831 235 81 191 68 208 73 143 53 262 89
38 5 718 231 80 40 22 220 76 231 80 176 63
39 5 568 115 45 285 96 80 34 38 22 192 68
40 5 590 80 34 239 82 85 36 131 50 203 71
41 5 772 267 91 194 69 159 58 276 93 70 31
42 5 616 194 69 264 89 98 40 17 16 198 70
43 5 688 173 62 173 62 243 83 198 70 73 32
44 5 735 35 21 180 64 151 56 259 88 294 99
45 5 742 193 68 256 87 176 63 93 38 210 73
46 5 457 142 53 113 44 129 49 103 41 85 36
47 5 688 51 26 174 63 280 94 59 28 297 100
48 5 638 80 34 156 57 120 46 151 56 291 98
49 5 823 138 52 298 100 56 27 274 92 263 89
50 5 328 127 49 56 27 70 31 68 31 90 37
51 5 624 67 31 131 50 284 95 66 30 233 80
52 5 599 74 32 283 95 23 17 273 92 96 39
53 5 558 275 93 258 88 50 25 24 18 91 38
54 5 530 211 74 30 19 55 27 213 74 154 56
55 5 773 248 85 114 45 190 67 162 59 253 86
56 5 520 278 94 107 42 3 11 21 17 242 83
57 5 483 168 61 100 40 109 43 160 58 67 31
58 5 437 190 67 48 25 89 37 159 58 61 29
59 5 417 87 36 135 51 237 81 26 18 37 22
60 5 565 50 25 147 55 241 83 247 85 22 17
61 5 614 16 15 243 83 247 84 121 47 141 53
62 5 847 258 88 254 86 36 21 297 100 214 74
63 5 568 244 84 185 66 134 50 77 34 71 32
64 5 664 89 37 122 47 73 32 279 94 267 91
65 5 412 201 71 150 55 94 39 52 26 19 16
66 5 473 116 45 45 24 36 21 153 56 242 83
67 5 595 98 40 150 55 127 49 237 81 132 50
68 5 546 241 83 116 45 216 75 27 18 83 35
69 5 580 133 50 297 100 90 37 172 62 33 20
70 5 601 182 65 121 47 71 32 264 90 114 44
71 5 704 116 45 289 97 187 66 139 52 150 55
72 5 507 198 70 3 11 279 94 73 32 81 35
73 5 598 105 42 203 71 273 92 89 37 78 34
74 5 410 102 41 95 39 30 19 2 11 284 96
75 5 530 193 68 96 39 280 94 51 26 43 23
76 5 648 174 63 276 93 256 87 17 15 87 36
77 5 340 28 19 18 16 11 14 76 33 293 98
78 5 355 118 46 180 64 5 12 83 35 58 28
79 5 728 241 83 269 91 300 100 98 40 2 11
80 5 523 129 49 270 91 114 45 78 34 63 29
81 5 500 30 19 289 97 107 43 198 70 2 11
82 5 679 129 49 233 80 95 39 97 40 295 99
83 5 520 1 11 62 29 279 94 161 59 147 54
84 5 723 45 24 160 58 212 74 235 81 252 86
85 5 504 105 42 20 16 289 97 181 65 36 21
86 5 748 168 61 46 24 190 67 269 91 263 89
87 5 595 116 45 84 35 251 86 142 53 151 56
88 5 517 97 39 230 79 219 76 58 28 43 23
89 5 838 260 88 292 98 178 64 265 90 53 26
90 5 732 135 51 46 24 266 90 196 69 272 92
91 5 776 91 38 287 96 113 44 300 100 179 64
92 5 640 145 54 198 70 25 18 202 71 230 79
93 5 430 50 25 287 97 57 27 69 31 75 33
94 5 542 52 26 149 55 289 97 142 53 46 24
95 5 439 50 25 132 50 36 21 152 56 179 64
96 5 567 63 29 116 45 274 93 129 49 127 48
97 5 720 36 21 245 84 109 43 234 81 277 93
98 5 816 190 67 269 91 240 82 51 26 270 91
99 5 616 256 87 237 81 125 48 123 47 30 19
100 5 756 209 73 132 50 270 91 217 76 118 46
101 5 754 221 77 248 85 161 59 264 89 49 25
102 5 619 35 21 272 92 240 82 1 11 226 78
103 5 770 125 48 260 88 280 94 23 17 275 93
104 5 567 72 32 214 74 17 15 124 48 282 95
105 5 483 252 86 179 64 12 14 60 28 101 41
106 5 659 95 39 207 72 260 88 4 11 258 88
107 5 328 113 44 70 31 90 37 89 37 49 25
108 5 543 60 28 271 92 237 81 51 26 60 28
109 5 653 135 51 235 81 278 94 50 25 119 46
110 5 307 124 47 28 19 124 48 90 37 18 16
111 5 610 123 47 125 48 287 96 58 28 170 61
112 5 710 240 82 294 99 84 36 227 78 43 23
113 5 718 129 49 82 35 188 67 261 89 238 82
114 5 665 154 57 140 52 226 78 90 37 222 77
115 5 602 163 59 291 98 105 42 184 66 10 13
116 5 637 259 88 95 39 259 88 173 62 11 14
117 5 872 170 61 280 94 121 47 257 88 262 89
118 5 566 139 52 268 91 185 66 61 29 55 27
119 5 573 6 12 215 75 158 58 189 67 149 55
120 5 504 136 51 28 19 186 66 157 57 124 47
121 5 621 278 94 159 58 36 21 231 80 73 32
122 5 559 218 76 32 20 158 58 57 27 234 81
123 5 722 13 14 293 98 170 61 154 56 273 92
124 5 428 43 23 187 66 44 23 152 56 110 43
125 5 503 280 94 95 39 23 17 178 64 53 26
126 5 512 225 78 107 42 86 36 65 30 158 58
127 5 694 12 14 261 89 141 53 255 87 199 70
128 5 902 246 84 137 52 221 77 250 85 274 93
129 5 595 235 81 209 73 152 56 79 34 69 31
130 5 737 138 52 92 38 155 57 265 90 272 92
131 5 504 159 58 274 93 109 43 69 31 20 16
132 5 788 171 62 284 96 244 84 216 75 71 32
133 5 603 131 50 39 22 200 70 112 44 272 92
134 5 355 168 61 17 16 115 45 2 11 142 53
135 5 622 263 89 113 44 110 43 152 56 140 52
136 5 519 129 49 56 27 232 80 151 56 81 35
137 5 628 48 25 198 70 264 90 255 87 20 16
138 5 627 35 21 252 86 292 98 79 34 126 48
139 5 924 245 84 285 96 172 62 270 91 184 66
140 5 447 37 22 140 52 74 33 162 59 146 54
141 5 357 18 16 202 71 93 38 50 25 84 36
142 5 709 299 100 207 72 71 32 48 25 262 89
143 5 786 297 100 197 69 285 96 180 64 24 17
