1 22 9217 1 1 0 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0.0
2 22 9753 0 1 0 0 0 1 1 0 1 1 0 0 1 0 1 0 1 1 0 1 0 0 0.0
3 22 10147 0 0 1 0 1 1 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0 1 0.0
4 22 10001 0 0 1 0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0.0
5 22 8572 1 1 1 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0.0
6 22 11440 0 1 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 1 0 1 1 1 0.0
7 22 7419 1 0 0 0 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0.0
8 22 11475 0 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 1 1 0.0
9 22 7043 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 1 1 1 1 0.0
10 22 10544 0 1 1 1 1 0 0 1 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0.0
11 22 8499 0 1 0 0 1 1 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0.0
12 22 9404 0 0 0 0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1 1 0.0
13 22 9369 0 0 1 1 0 0 1 0 1 1 1 1 0 0 0 0 0 1 1 0 0 0 0.0
14 22 11657 1 1 0 0 1 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 1 0.0
15 22 11152 1 0 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 0.0
16 22 9118 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 1 1 0 0 1 0 0.0
17 22 9537 1 1 1 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0.0
18 22 9079 0 1 1 1 1 1 1 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0.0
19 22 11473 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0.0
20 22 9349 0 1 1 1 1 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0.0
21 22 8633 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 1 1 0.0
22 22 10264 1 1 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0.0
23 22 6584 1 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 1 0 0.0
24 22 8256 0 1 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0.0
25 22 9017 1 0 0 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0.0
26 22 7344 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 1 0 0.0
27 22 9531 1 1 0 0 1 0 0 1 1 1 1 0 1 1 0 0 0 0 0 0 1 0 0.0
28 22 9993 1 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0.0
29 22 7067 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0.0
30 22 7983 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0.0
31 22 8252 1 1 1 1 0 1 1 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0.0
32 22 9034 1 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 1 0 1 1 1 1 0.0
33 22 10978 0 1 0 1 1 0 1 0 1 0 0 0 0 1 1 0 1 1 1 0 1 0 0.0
34 22 10568 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1 1 0 1 1 0.0
