1 15 9152 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 0.0
2 15 11056 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 0.0
3 15 13081 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 0.0
4 15 13283 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0.0
5 15 9773 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0.0
6 15 8956 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0.0
7 15 8665 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0.0
8 15 10278 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0.0
9 15 14204 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0.0
10 15 11191 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0.0
11 15 8692 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0.0
12 15 9257 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 0.0
13 15 11651 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0.0
14 15 12169 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0.0
15 15 12087 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0.0
16 15 10777 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0.0
17 15 7423 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0.0
18 15 10557 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0.0
19 15 10365 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0.0
20 15 6886 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0.0
21 15 8641 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0.0
22 15 9615 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0.0
23 15 9670 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0.0
24 15 9725 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0.0
25 15 7719 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0.0
26 15 9951 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0.0
27 15 11137 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 0.0
28 15 7748 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0.0
29 15 10702 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0.0
30 15 10650 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0.0
31 15 12367 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0.0
32 15 10615 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0.0
33 15 11168 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0.0
34 15 12022 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0.0
35 15 9128 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0.0
36 15 11896 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 0.0
37 15 12521 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0.0
38 15 12112 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0.0
39 15 10671 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 0.0
40 15 9826 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0.0
41 15 9434 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 0.0
42 15 8241 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0.0
43 15 10483 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 0.0
44 15 11695 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 0.0
45 15 10135 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0.0
46 15 11855 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0.0
47 15 11285 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0.0
48 15 8093 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 0.0
49 15 11252 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0.0
50 15 9979 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0.0
51 15 8757 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0.0
52 15 10586 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 0.0
53 15 11843 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0.0
54 15 11174 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 0.0
55 15 8697 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0.0
56 15 8494 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0.0
57 15 8797 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0.0
58 15 12308 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0.0
59 15 9577 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0.0
60 15 11043 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0.0
