15	0.1	8.214666666666666	15.0
15	0.2	4.168	7.0
15	0.3	2.804666666666667	5.0
15	0.4	2.106	4.0
15	0.5	1.7626666666666666	3.0
15	0.6	1.436	3.0
15	0.7	1.0846666666666667	2.0
15	0.8	0.9506666666666667	2.0
15	0.9	0.9253333333333333	2.0
20	0.1	19.615333333333332	29.0
20	0.2	9.930666666666667	16.0
20	0.3	6.656	12.0
20	0.4	4.995333333333333	8.0
20	0.5	3.985333333333333	7.0
20	0.6	3.3153333333333332	7.0
20	0.7	2.8506666666666667	6.0
20	0.8	2.498	5.0
20	0.9	2.146	4.0
22	0.1	25.74	41.0
22	0.2	12.901333333333334	21.0
22	0.3	8.629333333333333	14.0
22	0.4	6.515333333333333	14.0
22	0.5	5.594	40.0
22	0.6	4.591333333333333	8.0
22	0.7	3.921333333333333	7.0
22	0.8	3.437333333333333	6.0
22	0.9	3.070666666666667	6.0
