1 20 104 58 892 50 388 44 404 131 133 81 728 20 500 7 1185 52 530 78 1316 18 1431 14 881 51 323 15 888 12 910 78 207 70 494 79 1424 101 483 6 1193 81 1259
2 20 79 69 1329 29 1175 16 187 98 1335 25 952 7 962 46 868 21 1485 7 1488 17 1165 18 1363 90 275 6 675 64 185 65 735 85 411 4 859 103 1392 3 475 17 963
3 20 80 21 213 56 87 8 588 121 414 1 8 31 390 6 1 9 1323 29 453 14 1499 12 229 70 1222 61 1347 37 1438 61 1126 87 619 41 1290 67 1354 64 296 7 1131
4 20 95 28 698 42 1291 128 200 23 177 70 50 83 787 130 1465 21 112 40 1273 27 1175 27 345 29 836 46 371 9 629 16 1347 2 355 121 978 36 440 10 1448 68 1228
5 20 67 10 177 3 551 18 1103 70 795 7 1164 69 1222 8 740 122 149 63 1287 21 251 11 553 10 827 9 1255 7 546 61 55 39 384 44 1148 6 685 50 1272 45 1017
6 20 61 26 1106 17 1306 11 532 24 754 4 1396 64 1464 10 633 17 171 3 1260 44 169 1 7 67 78 25 735 27 269 100 769 10 1490 1 472 29 814 37 592 98 280
7 20 60 10 1377 26 540 16 553 54 1056 104 735 76 1359 2 245 9 1464 13 233 12 734 12 62 13 947 27 818 15 56 40 61 46 1308 37 1037 19 629 25 812 49 274
8 20 92 80 295 36 413 83 821 58 610 6 560 6 1199 6 1209 176 836 7 578 1 1441 68 553 41 74 53 573 83 709 29 1412 19 35 61 212 1 1153 42 645 72 1273
9 20 85 31 33 3 313 9 1259 48 1092 4 1140 12 1052 26 453 87 1075 136 816 42 1119 37 88 6 111 13 980 58 318 3 971 119 1260 113 1007 61 1395 6 494 42 184
10 20 95 52 683 56 303 15 1296 94 73 62 224 85 505 35 1460 5 580 5 168 77 259 15 510 2 1242 25 670 57 1266 187 233 25 420 87 970 2 1072 34 1127 32 151
11 20 94 3 781 47 982 54 1341 34 504 140 455 218 133 6 1169 8 1034 43 594 43 525 17 347 16 1485 59 667 2 358 101 62 13 272 7 1291 20 41 80 217 30 1023
12 20 88 14 687 115 1013 30 539 82 1226 22 646 36 566 26 13 95 1496 43 206 2 1350 60 196 9 442 13 268 12 472 56 929 38 661 38 1274 31 1142 110 1077 55 1035
13 20 69 107 581 20 159 42 875 60 1115 15 636 29 956 8 1468 18 1006 72 1221 12 278 44 353 64 314 20 201 18 1355 53 924 2 942 22 1214 15 34 65 1103 10 418
14 20 91 83 598 53 1268 13 120 64 452 27 689 77 492 14 416 13 707 109 593 16 798 9 61 110 213 82 265 63 1499 52 88 68 741 5 616 19 424 1 596 41 867
15 20 102 12 462 76 1214 93 1372 82 75 49 15 5 1394 97 697 58 1449 61 1070 33 127 39 159 18 436 71 1015 15 70 52 692 79 1257 52 758 13 359 16 438 102 1221
16 20 66 61 1182 36 1442 40 1272 22 1048 22 6 19 485 9 591 28 410 87 1097 76 1201 47 330 31 916 36 1411 31 1198 20 492 18 1198 11 650 1 618 69 1135 1 518
17 20 76 32 1316 29 1026 62 410 69 417 34 1067 79 1031 47 1292 9 381 16 285 8 376 1 800 23 754 50 1407 73 1380 39 1354 73 1238 11 457 36 1098 13 114 57 121
18 20 87 27 549 26 919 48 666 70 1355 40 676 49 736 44 836 15 77 78 164 17 432 19 381 54 113 11 547 21 129 48 314 46 786 25 447 51 1023 114 649 72 871
19 20 66 94 104 56 892 30 1287 50 55 1 1257 21 1294 9 759 47 1027 25 701 5 984 63 1467 23 21 34 1180 66 1246 16 1133 101 1370 6 378 10 490 4 625 8 219
20 20 97 35 798 126 1372 111 1196 48 1201 13 177 72 1447 101 510 16 1016 7 926 171 1307 8 1025 44 302 81 102 11 166 23 1081 31 914 12 95 24 1248 27 903 13 1378
21 20 63 13 1224 41 1262 73 1132 43 1020 30 893 26 657 15 1489 22 1322 2 1002 15 71 5 969 5 443 24 83 33 630 20 1148 25 1447 47 1171 33 399 11 241 154 27
22 20 74 13 178 90 456 7 794 16 1359 3 85 92 14 50 1451 11 544 45 482 88 1406 17 303 10 944 50 1462 30 1009 20 764 21 702 103 847 33 798 13 67 32 938
23 20 102 86 1160 11 44 96 258 17 1231 3 181 115 503 16 569 82 215 26 737 24 361 43 882 107 1123 160 170 1 1489 76 799 40 216 22 1379 10 1216 28 1235 60 737
24 20 84 50 788 81 1176 7 332 13 622 36 684 68 652 10 65 32 244 58 357 47 353 37 547 40 1054 13 1192 13 1463 18 950 9 139 53 1158 48 749 81 980 134 465
25 20 94 35 938 23 241 25 1425 17 1461 50 689 134 44 122 888 5 749 32 570 95 259 56 75 1 547 79 1302 13 172 18 929 44 70 39 928 64 266 81 1228 16 578
26 20 76 16 983 38 801 27 334 75 622 21 1337 30 186 25 358 129 688 95 231 12 279 4 1249 58 950 12 385 1 833 26 902 22 521 3 514 108 1343 51 21 13 74
27 20 62 19 266 18 736 8 732 42 864 7 1109 15 559 55 1448 31 1325 18 1494 31 1142 31 524 10 761 74 1465 32 609 10 1146 66 378 12 882 67 1396 47 209 36 782
28 20 115 2 1066 105 145 85 867 61 698 60 288 218 115 43 569 7 203 94 762 74 1301 37 144 23 958 166 179 5 1478 100 918 14 17 3 1072 22 1090 8 1243 25 1299
29 20 69 39 580 14 1068 1 226 18 1297 68 1436 10 615 39 776 31 1270 6 1378 11 348 55 548 59 1335 20 1185 112 336 29 854 7 911 77 162 17 179 48 1256 29 495
30 20 56 24 961 17 846 5 344 13 168 2 534 42 676 19 1465 4 1196 45 9 19 779 35 1246 17 790 4 1259 31 299 31 1025 36 368 110 148 75 380 1 1421 33 910
31 20 121 92 1370 81 409 105 351 8 318 8 913 102 867 76 387 59 1478 102 1035 120 150 30 232 68 738 30 1233 30 395 55 1132 44 417 55 690 57 789 60 1282 28 1070
32 20 106 47 509 99 739 160 1227 21 871 66 63 23 114 21 315 10 60 82 1267 20 306 25 92 90 607 47 1293 108 1439 75 295 83 183 31 566 25 556 5 685 30 1362
33 20 103 43 1378 29 1084 107 702 62 637 94 1495 43 962 5 1402 36 1235 50 517 67 836 21 1330 60 576 41 1143 22 626 50 929 24 944 99 344 67 926 86 1062 26 750
34 20 70 5 1369 18 458 2 1401 5 1279 15 447 58 379 53 386 31 1041 25 377 44 352 13 1423 10 80 10 1241 11 276 134 406 30 173 42 1279 55 1374 82 1121 61 413
35 20 86 74 1416 10 659 7 319 22 49 63 1467 19 157 139 258 15 1043 53 1012 64 62 163 1383 5 1490 32 96 6 98 95 364 40 266 33 1036 9 463 7 365 6 995
36 20 110 24 260 4 1390 60 503 79 942 13 1114 2 280 31 1260 77 1248 44 378 116 618 26 714 111 1180 57 1444 52 396 76 690 58 1009 28 418 147 1030 55 782 41 775
37 20 64 55 498 63 204 4 633 3 1224 1 35 27 1159 82 936 5 1059 29 78 14 559 108 595 21 1156 2 753 11 1070 6 42 8 1190 28 408 46 288 62 638 67 41
38 20 95 51 788 2 322 74 226 12 785 40 207 59 1472 49 178 30 389 78 1242 17 554 14 1497 37 478 113 1142 101 1070 31 778 20 258 28 153 24 1056 76 66 94 1495
39 20 106 55 1328 72 913 14 1270 12 1185 71 1107 11 197 43 651 108 1321 66 768 72 1373 84 1394 4 1310 136 1234 20 771 3 286 125 452 53 1223 49 1409 19 736 49 1179
40 20 97 62 896 5 638 33 940 108 1121 23 255 38 871 42 470 95 361 19 347 67 1296 168 1004 27 1492 9 864 118 255 39 432 45 846 8 744 54 491 5 710 8 109
41 20 63 14 1271 139 591 109 751 2 40 23 669 21 1423 8 932 13 1420 52 1198 7 501 17 272 18 66 15 866 38 517 6 361 59 885 7 361 40 122 37 235 8 1448
42 20 84 21 460 9 1232 92 62 23 693 45 859 70 1009 33 1219 40 1295 107 890 55 1158 30 186 31 1221 8 463 84 1475 10 154 57 851 5 656 25 612 41 680 62 146
43 20 82 126 124 15 331 32 40 11 928 98 588 35 841 19 733 7 489 66 218 97 1380 48 44 11 332 74 1104 11 369 7 1101 12 1227 3 599 22 391 76 1290 51 127
44 20 75 52 88 52 866 100 1238 48 179 9 678 22 464 6 356 34 252 20 999 12 329 1 844 90 75 28 532 38 917 59 1112 20 853 138 1258 12 1188 5 857 5 1328
45 20 94 60 587 52 1193 21 874 43 78 70 143 6 1159 36 920 133 1187 5 1298 54 374 4 233 26 1316 17 1388 2 1059 81 1469 91 720 88 386 25 204 60 666 72 243
46 20 66 77 645 34 356 37 169 50 1053 18 675 35 859 59 1184 2 1448 14 1001 45 680 72 1048 62 273 8 174 29 107 21 815 56 159 9 300 13 798 9 375 12 249
47 20 75 9 1027 82 1241 10 1485 72 724 8 386 1 170 16 771 7 1433 111 313 33 899 62 124 23 618 10 447 47 551 79 1231 15 189 130 232 1 149 9 703 31 430
48 20 71 41 968 17 467 36 29 11 1367 137 803 57 525 19 296 11 6 33 1075 5 1217 122 576 47 607 35 119 13 357 53 1371 30 1148 22 162 12 322 15 962 3 1032
49 20 72 14 1146 99 214 43 902 38 55 9 1181 18 570 1 798 13 1240 3 336 67 917 90 1280 33 833 94 535 9 811 22 120 7 511 22 1405 44 492 78 645 21 1065
50 20 65 20 1435 3 447 13 918 17 378 1 1369 80 332 48 1375 2 1399 64 966 10 1446 15 824 81 1029 13 730 5 436 20 126 81 1243 34 792 81 109 20 1003 49 717
51 20 98 12 1417 125 666 6 915 13 1034 89 133 51 1077 99 318 79 592 24 1098 55 825 6 48 151 1225 28 730 15 1382 17 362 15 1057 3 739 50 541 129 601 14 878
52 20 84 67 647 61 678 91 673 33 670 10 32 55 932 59 1057 68 1325 18 149 39 675 57 1186 63 361 19 928 8 1258 26 921 30 952 19 990 106 523 12 878 7 524
53 20 84 56 249 88 1134 28 1021 45 75 69 1186 21 358 55 150 2 274 18 82 103 1193 66 417 62 854 1 62 2 396 22 190 59 464 2 916 21 665 91 812 33 13
54 20 123 69 1070 8 466 52 850 80 1161 125 1224 87 560 148 1352 113 600 17 381 136 1037 18 1316 17 59 145 394 9 510 5 1000 54 818 87 335 45 100 8 83 14 471
55 20 76 90 1492 22 458 26 800 16 939 55 1067 43 810 76 854 32 713 7 544 8 1057 41 1307 13 720 40 797 17 1379 13 646 47 169 1 265 181 300 9 1468 24 1484
56 20 79 2 1090 7 569 76 522 67 949 63 1101 110 1229 39 1081 23 1256 30 327 22 862 28 220 2 1057 159 298 24 776 23 244 8 513 39 1046 2 709 58 1268 10 1287
