1 22 16158 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0.0
2 22 17005 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1 0.0
3 22 18549 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 1 0.0
4 22 20797 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 1 0.0
5 22 19064 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0.0
6 22 19638 0 1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0.0
7 22 17735 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 1 1 1 0.0
8 22 21308 1 0 1 1 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 0.0
9 22 18662 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0.0
10 22 19457 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 0.0
11 22 18652 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 1 0.0
12 22 20116 1 0 1 1 1 1 1 1 0 0 0 1 0 1 1 1 0 1 1 1 1 1 0.0
13 22 20838 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 0.0
14 22 17153 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 0.0
15 22 17628 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0.0
16 22 19188 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0.0
17 22 17822 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0.0
18 22 18136 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 0.0
19 22 18771 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0.0
20 22 17229 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0.0
21 22 18774 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 0.0
22 22 18731 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 0 1 1 0.0
