1 20 14080 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
2 20 16403 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
3 20 19189 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
4 20 14961 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
5 20 12178 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
6 20 12863 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
7 20 18219 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
8 20 14104 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
9 20 13541 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
10 20 17558 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
11 20 17683 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
12 20 16356 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
13 20 13658 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
14 20 14404 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
15 20 11532 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
16 20 14296 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
17 20 11928 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
18 20 13850 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
19 20 10170 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
20 20 14435 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
21 20 12858 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
22 20 15372 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
23 20 15537 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
24 20 15801 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
25 20 14670 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
26 20 15198 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
27 20 15973 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
28 20 16422 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
29 20 17133 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
30 20 12362 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
31 20 12430 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
32 20 13025 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0.0
