1 15 385 257 258 50 388 125 902 228 852 44 404 131 133 137 989 118 602 138 1200 90 445 94 985 20 500 262 1278 99 857 136 284
2 15 186 7 1185 52 530 78 1316 142 295 98 447 44 1415 14 881 42 1249 15 888 106 1062 90 129 12 910 78 1173 75 460 78 207
3 15 321 84 498 206 1152 129 1023 55 152 16 71 235 964 183 1399 150 1392 23 656 99 1415 11 302 81 1259 155 1164 69 1329 109 830
4 15 341 35 1194 119 149 158 1356 70 94 221 956 164 1194 98 1335 107 1378 203 990 103 514 7 962 45 463 159 645 198 1274 21 1485
5 15 278 38 634 162 651 17 1165 178 1414 26 249 88 421 53 947 194 101 59 839 141 672 111 442 142 1472 64 185 65 735 54 701
6 15 329 43 177 4 604 57 666 224 548 100 468 249 337 185 179 40 746 60 1078 4 859 119 351 37 1410 114 750 212 1490 199 147
7 15 261 17 963 250 425 45 433 56 87 8 588 121 414 1 8 64 1346 187 314 111 1445 6 1 140 107 49 522 120 1160 133 948
8 15 248 38 578 71 290 166 1326 159 1433 71 246 14 341 12 229 175 660 122 315 172 1151 24 950 32 253 31 1276 64 611 92 1347
9 15 278 183 1104 53 1316 61 1126 61 1298 21 1372 205 1066 19 1260 122 300 41 1290 212 1168 64 296 104 1173 23 591 211 1185 14 846
10 15 288 258 645 40 1364 147 1126 10 919 42 1291 128 200 39 693 33 303 165 929 144 410 23 177 70 50 83 787 130 1465 131 1362
11 15 331 21 112 123 193 76 426 260 1303 55 1105 92 392 163 773 27 345 57 354 188 759 172 1156 150 29 37 100 226 1257 9 629
12 15 298 117 184 161 810 155 86 99 248 2 355 121 978 26 1322 189 1451 122 121 94 1013 193 1162 93 1062 10 177 3 551 106 13
13 15 266 278 930 40 734 71 613 84 450 33 201 142 1070 7 1164 114 948 21 1111 143 743 8 740 122 149 76 1189 141 1386 52 1023
14 15 353 212 1448 181 301 2 571 49 493 214 30 63 1488 9 1255 108 126 55 1363 52 1184 165 555 72 670 184 1197 235 1413 164 802
15 15 279 163 597 6 685 127 268 65 1386 50 1272 98 629 213 743 64 487 109 1349 169 121 15 79 26 1106 156 1419 104 1374 32 1259
16 15 320 46 681 11 532 127 332 80 1295 141 1370 90 517 156 113 136 783 119 447 4 1396 155 762 108 1103 60 834 125 539 244 1050
17 15 234 17 171 3 1260 44 169 74 46 123 832 197 870 71 573 23 874 67 78 180 954 25 1174 139 366 125 37 74 69 8 143
18 15 267 182 135 49 1176 82 1211 76 272 10 1490 1 472 37 836 234 229 244 1021 32 76 29 814 95 1080 46 711 146 294 73 1423
19 15 336 206 1157 37 592 173 385 4 1086 162 1193 88 313 98 280 141 956 108 877 209 1200 87 488 7 246 25 218 238 417 100 1421
20 15 225 18 328 89 199 190 160 79 906 104 735 153 1123 21 850 119 455 2 245 176 14 13 233 12 734 57 104 19 944 76 348
21 15 209 57 80 47 1315 12 62 13 947 27 818 15 56 67 600 210 384 40 61 153 235 37 1037 191 1409 25 812 49 274 102 730
22 15 317 177 1325 196 1399 25 829 155 76 58 610 135 319 35 228 109 746 87 936 6 1209 84 382 106 376 176 836 181 22 57 954
23 15 255 210 1329 7 578 236 344 23 425 172 1411 68 553 41 74 53 573 83 709 77 673 78 524 29 1412 69 48 31 1139 102 301
24 15 307 178 704 7 1148 255 1075 139 1385 19 35 61 212 1 1153 38 238 191 65 42 645 72 1273 173 551 202 10 105 512 54 976
25 15 239 146 435 56 671 62 367 189 388 31 33 109 742 29 554 87 1167 53 488 199 149 9 1236 102 98 29 1120 53 402 41 93
26 15 392 47 419 78 68 170 956 128 76 116 867 133 1264 101 239 189 1442 245 324 47 1148 40 1341 121 279 275 684 247 774 26 453
27 15 326 27 642 87 1075 162 801 171 1028 136 816 284 219 37 88 61 1335 139 1438 98 48 41 441 125 1143 57 142 119 1260 88 939
28 15 248 99 1205 132 1249 58 349 108 117 59 338 22 158 81 512 217 693 100 645 125 388 6 494 48 848 70 846 42 184 75 181
29 15 361 56 303 125 473 173 1220 130 1063 37 411 78 1021 161 756 185 1119 62 1 43 777 74 1416 157 225 85 525 263 1014 179 1093
30 15 317 17 210 15 1296 174 935 43 1041 94 73 62 224 85 505 35 1460 115 158 212 770 5 580 240 1477 202 933 248 662 38 767
31 15 359 200 1000 100 758 150 724 193 541 201 1494 153 1377 57 1266 72 564 88 878 86 326 63 854 45 1282 187 1379 192 814 8 264
32 15 308 151 126 172 183 2 1072 100 1332 32 151 30 1494 3 781 193 518 157 1354 43 323 171 1232 239 730 11 321 78 1227 160 369
33 15 287 34 899 110 975 180 1076 109 481 173 803 218 133 6 1169 8 1034 70 1066 157 1235 43 594 80 979 188 857 43 525 17 347
34 15 331 67 1396 263 539 59 667 2 358 88 26 268 1437 144 1320 45 1491 7 1291 72 386 55 265 133 399 106 174 132 1402 218 1336
35 15 432 93 1357 106 828 80 217 30 1023 122 814 67 706 235 712 128 505 264 230 123 151 207 753 170 232 264 613 171 1174 102 413
36 15 208 115 1013 30 539 82 1226 18 961 36 566 123 1015 60 1459 25 246 62 689 26 13 95 1496 98 263 74 1415 4 213 195 1254
37 15 376 2 1350 157 495 84 1063 66 349 9 442 222 1440 156 407 158 1361 156 936 56 929 38 661 221 953 1 1424 281 154 276 1348
38 15 316 72 1121 266 991 56 400 33 999 195 616 20 159 92 1295 60 1115 12 1054 206 82 217 421 78 1457 15 636 211 1078 51 1329
39 15 264 16 872 29 956 165 1155 18 972 44 676 122 27 8 1468 18 1006 182 1145 12 278 256 60 215 174 11 962 150 9 74 1285
40 15 248 58 314 57 810 20 201 18 1355 180 1163 64 201 53 924 61 805 155 58 182 100 29 185 91 925 215 1420 2 942 58 867
41 15 339 22 1214 50 120 112 539 131 22 149 1076 15 34 65 1103 10 418 136 1065 143 448 251 1398 102 151 92 1140 233 220 186 662
42 15 291 107 1326 83 598 133 466 36 146 132 922 67 688 184 465 105 346 91 174 13 120 162 1185 180 209 15 125 106 778 41 1084
43 15 282 206 169 27 689 82 513 154 966 77 492 186 1434 13 707 109 593 60 1114 93 4 149 922 82 551 118 1468 9 61 49 1357
44 15 317 92 1160 27 216 110 213 62 1095 63 1499 222 460 219 987 100 1434 68 741 5 616 190 357 196 188 65 1408 127 1499 41 867
45 15 261 101 638 123 1149 12 462 91 1017 54 234 58 479 150 975 94 825 220 49 129 245 67 1131 2 1462 93 1372 71 576 43 289
46 15 184 49 15 71 120 73 933 200 1169 30 1460 73 668 60 304 49 494 25 953 27 219 97 697 58 1449 61 1070 39 1222 10 1436
47 15 249 98 1285 33 127 6 113 20 1053 121 987 139 164 85 1309 171 856 41 1300 18 436 56 265 72 867 254 1149 60 763 71 1015
48 15 358 224 252 79 1257 31 299 174 801 190 1080 45 384 176 562 75 531 240 474 59 206 170 727 27 168 52 758 13 359 237 908
49 15 234 29 1422 120 221 43 1203 162 1349 53 1351 87 89 19 547 61 1182 32 800 48 849 76 646 178 226 81 707 10 662 173 855
50 15 121 22 1048 8 411 39 1308 22 6 19 485 12 352 111 283 58 1459 28 410 130 1372 7 34 47 330 15 14 60 1323 31 1198
51 15 353 117 477 245 234 118 766 94 77 221 428 26 483 76 1411 147 953 233 931 154 899 101 1153 49 344 174 237 11 650 1 618
52 15 259 222 148 69 1135 1 518 56 740 124 1341 249 788 36 716 25 1149 62 410 69 417 34 1067 211 513 47 1292 38 696 55 1001
53 15 341 110 950 9 381 263 714 15 1239 32 990 81 632 117 62 213 1366 45 921 187 593 115 749 17 400 92 1500 164 1386 246 741
54 15 321 166 966 71 1468 97 1252 231 222 188 592 155 834 142 1309 73 1238 11 457 205 1392 20 73 36 1098 13 114 150 252 51 551
55 15 284 46 368 104 553 32 292 57 121 133 1375 134 917 65 1029 48 666 272 415 40 676 198 637 69 195 30 99 44 836 149 933
56 15 261 43 547 147 1331 15 77 78 164 17 432 19 381 54 113 75 823 87 805 11 547 110 854 71 1330 199 198 109 803 274 443
57 15 275 239 647 74 1033 196 715 43 1273 46 786 224 175 56 266 173 130 59 611 25 447 65 834 8 396 51 1023 116 565 2 688
58 15 324 30 905 69 120 250 1201 120 1331 238 639 17 15 197 1242 197 539 30 1287 230 1222 14 1117 50 55 158 872 21 696 1 1257
59 15 281 5 116 44 828 118 919 174 1207 184 691 108 519 55 1034 98 1047 137 506 89 394 6 691 157 600 96 592 127 195 10 943
60 15 253 45 392 214 1381 77 1414 5 984 63 1467 23 21 157 530 83 121 201 256 135 448 70 714 14 1022 34 1180 66 1246 82 401
61 15 322 37 810 47 1269 117 669 197 352 193 1071 178 766 169 264 32 730 135 1459 227 1120 48 783 10 490 164 604 4 1316 56 651
62 15 395 92 1414 8 219 283 253 35 798 70 469 160 1230 286 1026 183 694 126 1372 94 965 293 471 70 1318 59 1423 111 1196 106 758
63 15 283 48 1201 127 418 200 727 66 125 21 871 13 177 72 1447 152 999 111 926 61 1098 17 387 154 40 50 80 181 453 146 1053
64 15 301 144 302 5 889 16 1016 225 981 25 295 7 926 171 1307 41 60 144 171 8 1025 44 302 191 1098 249 355 123 816 115 826
65 15 258 11 166 106 159 107 291 154 1066 43 1251 89 612 142 774 233 1442 175 1334 103 1451 24 1248 27 903 13 1378 13 1058 51 201
66 15 264 147 887 3 484 204 1438 40 358 73 1132 159 66 128 595 43 1020 30 893 26 657 93 980 15 1300 15 1489 243 245 102 765
67 15 261 2 1002 257 71 70 1476 234 718 41 193 78 156 124 167 111 428 2 901 33 630 33 691 12 1213 137 1404 25 1447 148 1269
68 15 353 184 548 57 1160 178 757 219 979 73 1290 154 1111 157 674 154 27 102 1480 146 597 18 918 61 472 154 512 22 1022 90 456
69 15 281 97 635 7 794 16 1359 54 1489 268 1042 285 583 69 938 28 239 108 472 96 304 11 544 32 810 29 172 128 1277 180 246
70 15 290 158 161 15 510 88 1406 138 110 136 396 17 303 256 1036 8 1263 10 944 50 1462 240 438 177 492 72 586 3 796 84 1351
71 15 297 127 1398 103 847 33 798 75 966 141 1222 94 1436 267 214 64 679 32 938 71 593 86 1160 69 408 108 1192 114 490 102 278
72 15 281 124 307 190 1309 96 258 17 1231 3 181 249 442 30 105 115 793 36 889 218 1148 45 1486 115 503 144 238 10 496 16 569
73 15 334 148 437 82 215 89 1375 154 554 96 1468 143 1384 132 1233 141 193 105 452 113 52 160 170 1 1489 76 799 40 216 193 269
74 15 277 22 1379 10 1216 61 206 60 737 81 1176 280 85 74 560 150 786 213 591 12 372 13 622 36 684 194 920 85 279 95 675
75 15 311 169 346 26 30 68 652 10 65 32 244 50 881 172 1491 157 1211 184 551 145 37 110 1165 131 628 47 353 136 200 122 165
76 15 283 260 1473 37 547 124 1055 79 943 40 1054 13 1192 99 603 138 1097 152 688 66 1498 262 958 49 807 13 1463 18 950 66 1459
77 15 351 25 838 94 245 245 1051 53 1158 48 749 70 911 171 1411 155 1206 23 1485 142 1100 134 465 234 1383 128 276 198 1008 35 938
78 15 247 198 1125 23 241 115 939 17 1461 50 689 87 802 17 476 129 489 91 241 121 1213 20 7 104 1479 130 709 7 1102 127 899
79 15 288 32 570 139 1226 107 1176 95 259 23 288 22 920 160 469 1 799 249 95 21 428 128 354 172 485 96 52 125 875 71 180
80 15 352 280 396 152 1143 17 1303 65 684 119 630 13 172 175 859 128 104 103 1039 146 972 18 929 68 372 185 302 100 139 193 1414
