1 22 20 20 1665 3 1822 8 783 44 414 9 838 10 1930 10 236 3 735 7 1552 3 607 9 1673 6 913 15 105 11 709 8 1354 3 1680 3 1351 1 9 10 1836 8 751 2 326 9 1951
2 22 18 19 1259 25 1105 6 1612 1 1922 7 1530 1 1537 3 417 9 1679 9 1774 2 1656 25 894 2 1430 6 577 7 1721 14 915 1 1531 4 284 12 629 2 1731 16 115 8 137 8 1957
3 22 18 10 1113 1 794 9 1640 5 1858 1 823 9 507 16 379 7 1451 20 98 1 1175 9 824 3 1631 9 1064 13 236 3 1861 5 591 2 1201 7 1059 11 725 8 314 21 936 13 90
4 22 14 10 661 16 759 2 1055 2 1546 1 881 8 1452 18 1267 4 1701 1 818 4 1463 7 1469 16 731 1 1066 6 73 4 1665 1 1110 3 685 9 1389 2 390 1 293 3 1430 25 1732
5 22 17 13 932 18 1730 2 660 13 1979 4 1595 1 557 8 1217 5 190 9 1489 3 1191 10 1656 5 914 2 457 11 726 5 1869 5 1825 12 1232 16 1961 2 1451 10 879 12 805 5 1987
6 22 11 4 1462 7 486 6 1326 4 1853 35 204 4 844 3 1631 1 47 5 1412 8 501 2 967 2 429 1 1835 3 1607 8 1054 5 850 2 751 2 757 4 747 2 1656 2 54 8 1243
7 22 13 6 481 8 1931 9 1643 11 37 6 1476 5 875 7 1467 12 1636 3 798 6 474 2 1278 1 1125 5 1771 6 1545 4 310 3 1326 7 302 13 1688 2 1931 8 232 9 1370 1 227
8 22 19 7 1910 13 841 22 216 11 1064 15 1283 3 1376 1 1962 9 1574 13 1653 3 448 9 1081 1 291 13 548 3 596 1 1825 5 83 14 163 5 581 15 1843 17 482 10 42 6 69
9 22 14 18 109 2 527 10 343 5 1334 8 1850 5 1866 2 431 28 1685 1 353 4 779 7 759 10 83 2 1409 4 345 3 196 12 1573 4 1372 7 1320 10 1559 1 1214 3 1053 3 606
10 22 14 3 1599 2 1412 2 1006 4 380 2 386 42 1165 1 1567 7 1836 1 465 9 1911 2 288 1 1804 8 905 3 1352 21 1670 1 1495 2 548 9 661 2 1403 3 1848 13 1176 6 475
