1 22 6 1 11 1 1269 2 761 3 607 1 1567 1 9 1 1922 7 1530 3 1294 5 224 2 1656 2 1731 10 1113 1 794 1 823 5 1088 1 1066 1 1175 3 1861 5 591 2 1201 3 113
2 22 6 1 1986 2 1546 1 881 4 1463 1 1066 6 73 4 1665 1 1110 3 685 7 1478 2 390 1 293 1 679 2 660 1 557 5 1002 5 1825 2 1451 3 1369 7 486 3 1631 1 47
3 22 7 2 429 1 1835 2 1497 8 1054 2 1499 4 747 2 1656 2 54 4 2 7 423 3 1376 1 1962 1 1064 5 472 1 83 5 1334 2 431 14 287 1 353 2 1453 2 1409 4 345
4 22 9 11 1171 3 946 7 1320 1 1483 1 1214 3 1053 3 606 2 1412 2 1006 1 634 2 386 9 1911 2 288 1 1804 2 1403 3 1848 14 934 4 601 2 948 1 294 8 861 11 173
5 22 7 1 508 1 153 1 1837 9 156 6 1382 2 1464 3 190 10 926 2 1883 2 1303 1 1390 1 1269 3 128 3 1666 1 676 1 28 5 283 2 1024 9 1673 7 1004 4 266 2 857
6 22 5 1 1909 1 882 1 530 1 264 1 1156 4 1167 1 439 2 167 3 202 5 1301 4 1223 1 908 2 1887 5 381 1 336 7 1117 3 1663 2 1673 5 108 3 1183 1 1956 1 303
7 22 8 2 1980 6 1256 4 1111 1 636 8 506 8 95 5 1114 1 249 1 1108 2 749 3 1769 3 1957 9 1237 3 1841 2 1170 2 2 8 1027 1 1532 8 594 2 1532 2 540 1 1069
8 22 7 2 590 1 1230 4 641 6 435 3 974 3 1759 9 1424 4 922 8 1148 1 874 1 667 6 1514 2 169 7 1323 1 782 6 1891 1 257 1 809 3 213 1 720 3 1875 1 1372
9 22 7 3 1520 3 1191 1 98 4 857 2 876 6 1224 10 1681 1 413 1 1662 2 1867 4 1642 1 1349 3 232 1 1744 3 1825 1 1258 9 655 1 341 1 941 7 131 1 1427 8 692
10 22 5 2 582 2 458 1 839 1 606 1 1442 2 50 1 1328 4 1540 1 1966 2 1567 11 389 4 1795 3 1760 5 1965 1 1692 2 1074 3 232 4 592 1 215 2 1297 1 1430 1 1148
11 22 5 2 248 2 296 1 849 3 70 2 41 3 516 1 1909 1 398 2 510 2 661 8 1512 1 517 6 694 1 1176 1 530 1 717 2 1600 1 481 2 1261 5 528 3 37 5 490
12 22 5 1 1058 2 617 3 1538 4 1005 2 283 5 1634 1 1657 2 1936 3 1249 6 747 4 1334 1 1855 1 1960 3 427 3 57 2 443 2 434 1 1702 1 1094 1 244 1 224 1 892
13 22 6 2 457 4 1663 2 20 3 1999 1 117 3 296 1 1858 1 82 3 1902 3 385 2 148 5 1074 7 1814 2 693 4 943 2 420 1 1031 3 1832 2 253 3 1630 4 1149 4 501
14 22 5 1 1403 3 119 1 661 1 198 6 934 9 1955 2 381 1 1809 1 110 1 630 5 1192 3 1796 1 931 3 553 6 1134 2 903 1 859 2 1756 1 361 2 1846 6 474 1 309
15 22 6 1 1016 1 1140 1 317 1 1426 4 1356 3 527 8 1977 4 1716 1 936 3 1125 2 347 9 1089 4 17 2 1699 1 798 3 504 2 1235 5 1638 4 1348 3 1459 4 1483 3 668
16 22 5 1 620 1 1946 3 890 1 1370 1 925 1 1669 4 1951 1 1920 1 1316 2 1738 5 1509 1 1527 1 1542 2 747 4 1591 6 1939 6 834 3 308 1 308 1 1937 1 911 6 998
17 22 5 3 34 3 1035 1 1047 1 682 4 1218 7 1295 1 528 1 879 1 468 1 102 1 195 2 1181 7 316 2 1399 1 387 4 846 1 822 1 1876 1 1030 1 1842 3 1587 4 306
18 22 5 1 1544 2 1077 1 87 5 258 2 1931 6 467 1 656 4 350 4 788 1 1535 10 1763 1 1895 1 107 1 112 2 1540 2 1966 1 1584 2 1729 1 1395 1 651 2 980 1 635
19 22 5 4 753 5 814 3 1598 1 986 1 696 1 1289 3 970 2 849 4 460 1 164 1 26 2 1675 3 415 2 1560 2 684 4 1829 3 1605 2 1104 2 1226 1 938 8 1166 2 1800
20 22 7 4 370 2 1050 3 1132 2 1556 4 1417 2 366 5 1827 9 907 2 1810 1 854 7 1920 3 1818 1 1984 1 917 1 493 1 58 2 1080 1 891 5 1362 4 739 3 511 7 13
21 22 5 2 891 3 279 1 573 1 609 1 1223 5 588 2 1845 2 1534 2 1099 3 1937 1 1421 5 607 2 552 1 1022 2 1638 2 911 3 543 2 240 4 1640 3 1410 1 308 2 1638
22 22 8 3 1581 1 355 2 1526 3 501 1 1955 3 192 7 1134 10 1476 3 391 2 1969 4 833 3 1854 1 868 2 778 2 1974 1 664 2 320 3 768 6 1552 3 1057 19 1697 2 1765
23 22 6 1 1477 1 1910 3 103 3 1295 2 1523 4 653 1 1778 9 1243 3 164 2 993 1 1303 1 449 3 1058 1 1884 6 115 3 1774 2 128 1 1625 14 915 1 776 5 1113 1 179
24 22 5 2 16 3 1382 3 1238 2 202 1 1652 1 1224 1 1642 1 71 4 1793 1 855 2 888 5 160 1 462 2 1307 3 1457 9 1315 2 848 3 1301 2 5 4 1185 1 786 1 1542
25 22 6 4 1525 1 95 3 449 2 1949 2 1 3 1127 3 1337 1 982 1 1774 1 626 5 1415 12 542 1 1287 3 1215 3 1190 1 924 1 33 4 1867 2 538 5 1764 3 18 2 472
26 22 6 2 422 4 1070 2 262 1 866 8 835 4 1797 2 1788 2 1780 1 1885 5 855 5 1667 2 1975 4 900 3 1851 1 1124 6 519 4 1545 1 1667 1 328 2 687 7 776 2 925
27 22 5 1 1916 5 530 4 1636 6 935 2 1631 5 1017 6 1554 1 917 2 1888 2 828 2 26 3 540 4 1472 1 1047 1 616 1 133 1 379 1 1831 1 1601 3 521 2 462 1 118
28 22 6 4 1449 3 867 4 211 1 572 3 208 4 683 5 1190 1 408 6 1083 2 1980 3 1302 2 1266 2 1858 4 332 2 119 2 249 2 1058 2 1877 6 99 1 877 7 319 2 1151
29 22 8 4 27 5 1068 2 1653 5 1945 7 369 7 1793 1 85 4 239 5 288 4 386 2 1463 4 243 1 1906 3 360 4 627 7 1797 4 537 2 1967 8 69 1 1820 1 644 2 833
30 22 5 1 1037 1 1177 4 1380 2 98 1 1586 4 276 1 1951 1 1951 1 1195 1 1677 1 1807 2 1775 4 347 11 234 3 1467 1 963 3 475 6 295 1 314 3 1808 1 1811 5 1896
