1 22 10 1 11 1 1269 2 473 10 1305 7 1552 3 607 1 1567 3 1680 3 1351 1 9 25 1105 7 1530 1 1537 3 417 3 1294 5 224 2 1656 4 284 8 1957 2 1256 10 1113 1 794
2 22 8 2 1949 1 823 5 1088 16 379 1 1175 9 824 5 1071 3 1861 5 591 2 1201 3 113 3 1550 2 1055 2 1546 1 881 8 1452 1 818 4 1463 1 1066 6 73 4 1665 1 1110
3 22 8 7 1478 2 390 1 293 3 1430 1 301 1 679 2 660 13 1979 4 1595 1 557 8 1217 5 914 2 457 5 1825 2 1451 3 1369 7 486 6 1326 4 1853 3 1631 1 47 1 1835
4 22 9 8 1054 2 757 4 747 2 1656 2 54 7 481 3 1054 4 2 6 474 5 1771 3 1326 3 1376 1 1962 1 1064 5 472 6 69 5 1334 2 431 14 287 1 353 4 779 2 1409
5 22 8 1 1986 4 345 8 1973 7 1320 1 1483 1 1214 3 1053 3 606 2 1412 2 1006 1 634 2 386 12 551 3 699 7 1836 1 465 9 1911 2 288 1 1804 2 1403 3 1848 13 1176
6 22 10 14 934 6 44 2 948 1 294 8 861 11 173 3 957 1 508 1 153 3 1149 9 1677 6 1382 2 1889 3 1583 7 1346 1 949 2 1464 3 190 10 926 2 1883 6 1070 6 1304
7 22 9 1 1390 7 1850 3 128 3 1666 1 676 1 28 2 1194 10 590 5 283 2 1024 9 1673 7 1004 4 266 2 857 3 1533 11 1820 1 882 5 610 2 1963 7 1743 5 364 1 530
8 22 7 1 1156 4 1167 1 439 2 167 6 1795 2 1895 1 424 5 1301 4 1223 1 908 3 1616 3 1822 2 1887 5 381 1 336 7 1117 6 1352 3 221 6 494 5 235 3 203 2 1673
9 22 9 1 1134 5 108 3 1183 1 1956 2 1275 6 1995 2 1980 16 384 4 1111 9 634 4 536 1 636 8 506 8 95 5 1114 1 249 1 1108 2 749 3 1769 3 1957 9 1237 3 1841
10 22 8 2 2 8 1027 1 1532 8 594 2 1532 2 540 1 1069 1 1230 4 641 6 435 3 974 3 1759 9 1424 4 922 8 1148 1 874 5 939 4 724 1 667 6 1514 2 169 7 1323
11 22 7 1 1809 1 782 3 53 1 257 1 809 2 1303 1 720 3 1875 1 1372 14 553 3 1520 3 1191 1 98 4 857 2 876 12 488 10 1681 1 413 9 1711 3 486 1 1662 2 1867
12 22 9 4 1767 4 1642 11 1179 4 1254 1 1349 3 232 10 1258 7 1923 1 1744 3 1825 1 1258 9 655 1 341 1 941 7 848 3 1422 7 131 1 1427 8 692 3 1582 2 582 2 458
13 22 9 3 1411 1 839 6 579 1 1568 1 606 1 1442 2 50 1 1328 4 1540 12 687 2 1567 11 389 4 512 4 948 17 1338 1 1692 2 1074 3 232 4 592 1 215 3 1643 9 865
