1 10 4201 1 0 1 1 0 0 1 0 1 0 0.0
2 10 4890 0 1 0 0 0 1 0 0 1 1 0.0
3 10 4688 0 1 0 0 1 0 0 1 0 1 0.0
4 10 6193 0 1 0 0 1 1 1 0 1 0 0.0
5 10 5108 0 1 1 1 0 0 0 0 1 0 0.0
6 10 4862 0 0 0 1 1 1 1 0 0 1 0.0
7 10 4715 1 0 0 1 1 1 0 0 0 0 0.0
8 10 4849 1 0 1 0 0 0 1 1 0 0 0.0
9 10 4403 0 0 1 0 0 1 0 1 0 1 0.0
10 10 3627 0 0 0 0 1 1 1 0 0 1 0.0
11 10 3997 0 0 1 0 1 1 0 0 0 1 0.0
12 10 4423 1 0 1 0 0 1 0 1 0 0 0.0
13 10 5964 1 1 0 0 0 1 0 1 0 1 0.0
14 10 5355 0 1 1 1 0 1 0 0 0 1 0.0
15 10 6669 1 1 0 1 1 0 0 0 0 1 0.0
16 10 4422 1 1 0 1 0 0 0 1 0 0 0.0
17 10 5172 0 1 0 0 0 0 0 1 1 1 0.0
18 10 5515 0 0 1 1 1 0 0 0 1 1 0.0
19 10 4293 0 0 0 0 0 1 1 1 1 0 0.0
20 10 5756 1 0 0 0 1 0 1 1 1 0 0.0
21 10 5024 1 1 0 1 0 0 1 0 0 0 0.0
22 10 4941 1 1 0 1 0 0 1 0 0 1 0.0
23 10 4501 1 0 0 0 0 0 1 1 1 0 0.0
24 10 4311 0 0 0 1 0 0 1 0 1 1 0.0
25 10 5343 0 1 0 0 1 1 0 0 1 1 0.0
26 10 4413 0 1 1 1 0 0 0 0 1 0 0.0
27 10 5031 1 0 1 0 0 1 1 0 0 1 0.0
28 10 4449 0 1 0 0 0 1 0 0 1 1 0.0
29 10 3587 0 0 0 1 1 1 0 0 1 1 0.0
30 10 3372 1 1 1 0 0 0 0 0 1 0 0.0
31 10 3464 0 1 0 1 1 0 0 1 0 0 0.0
32 10 6171 1 0 1 0 0 1 0 1 1 0 0.0
33 10 3924 1 1 0 0 0 0 1 1 0 0 0.0
34 10 3440 1 1 0 1 0 1 0 0 0 1 0.0
35 10 5835 0 1 0 0 0 1 1 0 1 1 0.0
36 10 3851 1 0 0 0 0 0 1 1 1 0 0.0
37 10 3367 1 1 0 0 0 1 0 1 0 0 0.0
38 10 3709 0 1 0 0 0 1 0 1 0 1 0.0
39 10 5505 0 1 0 1 0 0 1 0 1 1 0.0
40 10 4836 0 0 0 0 1 1 1 0 1 1 0.0
41 10 5889 1 0 0 1 0 1 1 1 0 0 0.0
