1 10 3387 0 1 0 0 1 1 0 0 0 0 0.0
2 10 4637 0 1 1 0 1 1 0 0 1 0 0.0
3 10 3923 0 0 0 0 0 1 1 1 0 1 0.0
4 10 2704 1 0 0 1 0 0 0 0 1 0 0.0
5 10 3029 1 0 0 1 0 0 0 0 1 1 0.0
6 10 3843 0 0 1 0 1 0 0 0 0 1 0.0
7 10 3597 0 0 0 0 1 0 0 1 1 0 0.0
8 10 3202 0 1 0 0 0 1 0 1 0 1 0.0
9 10 3464 0 0 1 0 0 0 0 0 1 1 0.0
10 10 3524 0 0 1 1 0 0 1 1 1 1 0.0
11 10 4409 0 0 1 1 0 0 1 0 0 1 0.0
12 10 3682 1 1 0 0 1 1 1 0 0 0 0.0
13 10 4325 0 0 0 1 1 0 1 0 1 1 0.0
14 10 2914 1 0 0 0 0 0 0 1 0 1 0.0
15 10 3890 1 1 0 1 0 0 0 0 1 0 0.0
16 10 4717 1 0 1 1 0 1 0 0 1 0 0.0
17 10 3177 0 0 1 0 0 1 0 0 1 0 0.0
18 10 4193 1 0 0 0 1 1 0 0 0 1 0.0
19 10 2435 1 0 1 0 0 1 0 0 0 1 0.0
20 10 2779 1 0 0 1 0 0 0 1 0 0 0.0
21 10 4625 1 0 0 1 0 0 1 1 0 1 0.0
22 10 4583 0 0 1 1 1 0 1 1 0 0 0.0
23 10 3777 1 0 0 0 0 1 0 1 0 1 0.0
24 10 4723 0 0 0 1 0 0 0 1 1 1 0.0
25 10 2907 0 0 1 1 1 0 0 0 0 0 0.0
26 10 3640 1 1 1 0 1 0 0 0 1 0 0.0
27 10 2820 0 1 0 1 1 0 0 0 0 0 0.0
28 10 3055 0 1 0 1 1 0 1 0 0 0 0.0
29 10 4514 0 1 0 1 1 1 0 0 0 0 0.0
30 10 4137 0 1 1 0 0 0 0 1 0 0 0.0
31 10 2195 0 0 1 1 0 1 0 0 0 0 0.0
32 10 2980 1 1 0 0 0 1 0 0 0 0 0.0
33 10 2597 0 0 0 0 0 0 0 1 0 1 0.0
34 10 3801 0 1 1 0 1 1 0 0 0 1 0.0
35 10 2648 0 1 1 0 0 1 0 0 0 1 0.0
36 10 3986 0 1 0 0 0 0 0 1 1 1 0.0
37 10 3793 1 0 0 0 0 0 0 1 1 0 0.0
38 10 3138 1 0 0 0 1 1 0 1 0 0 0.0
39 10 3648 0 0 1 1 1 0 1 0 0 0 0.0
40 10 3599 0 1 0 0 0 0 0 1 0 1 0.0
41 10 2795 1 0 0 0 1 0 0 0 0 0 0.0
42 10 3617 0 0 1 0 0 0 1 1 1 0 0.0
43 10 2212 0 0 0 0 1 1 0 0 1 0 0.0
44 10 2139 0 0 1 0 0 0 0 0 1 0 0.0
45 10 4720 0 0 0 1 1 1 0 0 0 1 0.0
46 10 3287 1 1 1 0 1 0 1 0 0 0 0.0
47 10 3506 0 0 1 0 1 0 0 0 1 1 0.0
48 10 3931 1 0 1 0 1 0 0 0 1 0 0.0
49 10 4408 1 0 0 0 1 0 0 1 0 1 0.0
50 10 2426 0 0 1 0 1 0 0 0 0 0 0.0
51 10 4663 0 1 1 0 1 0 0 0 0 1 0.0
52 10 3101 0 0 0 1 1 0 0 1 0 1 0.0
53 10 3125 0 0 0 1 1 0 1 0 1 0 0.0
54 10 3286 0 0 1 1 0 0 1 0 0 0 0.0
55 10 4106 0 0 0 1 1 1 0 1 0 0 0.0
56 10 2957 0 1 0 0 0 0 1 0 0 0 0.0
57 10 5770 1 0 1 0 1 1 0 0 0 1 0.0
58 10 4046 0 0 0 0 0 1 1 0 1 1 0.0
