1 20 14 1 8 1 952 2 571 3 456 1 1175 3 1260 3 1014 1 7 6 1199 7 1148 1 1153 5 168 2 1242 2 1299 10 835 1 596 1 618 5 816 16 285 1 882
2 20 14 5 745 9 618 5 804 3 1396 5 443 2 901 3 85 3 1162 1 1489 2 1160 1 661 8 1089 1 613 4 1098 1 799 6 55 4 1249 1 833 3 514 7 1109
3 20 14 2 1353 2 293 1 220 3 1072 1 226 1 509 2 495 11 371 4 1196 1 418 5 752 5 685 2 343 5 1369 2 1089 3 1027 7 365 6 995 4 1390 3 1224
4 20 14 1 1377 3 1205 8 790 2 1124 4 561 2 1242 2 40 7 361 3 791 4 1 7 317 5 1328 3 994 3 1032 1 1471 1 798 5 354 6 52 5 1000 2 323
5 20 13 1 265 4 585 2 1057 4 259 3 709 7 990 1 1113 1 910 3 790 3 455 2 1059 2 755 1 476 2 290 9 1434 2 216 1 1353 2 1052 3 1386 14 700
6 20 16 1 410 6 33 2 711 1 221 8 646 11 130 3 718 1 381 1 115 1 1378 3 970 6 1037 7 1010 1 712 2 1098 3 142 10 695 2 1413 6 803 6 978
7 20 16 1 1043 7 1387 3 96 3 1249 1 507 1 21 6 852 10 442 5 212 2 768 9 1255 7 753 4 200 2 643 3 1150 11 1365 1 662 5 457 2 1473 1 397
8 20 12 1 867 4 875 1 329 2 125 3 152 5 976 4 917 1 681 3 1212 3 1366 2 1415 5 286 1 252 7 838 6 1014 3 166 3 646 2 1255 5 81 3 887
9 20 15 1 227 6 1496 2 1485 6 942 4 834 1 477 8 380 8 71 5 836 1 187 1 831 2 562 3 1327 3 1468 9 928 3 1381 2 878 2 1 8 771 1 1149
10 20 15 2 115 8 446 2 1149 2 405 1 802 1 923 4 481 6 326 3 731 3 1319 9 1068 4 692 8 861 1 655 5 704 4 543 1 501 6 1136 2 127 7 993
11 20 10 1 1357 1 587 3 40 1 193 1 607 3 160 1 540 3 1406 1 1029 3 893 1 73 4 643 2 657 2 329 10 1261 1 310 9 1283 3 364 1 1246 2 1400
12 20 12 4 1325 4 1231 1 1012 3 174 1 1308 3 1369 1 944 9 492 1 256 1 706 7 636 3 1067 7 98 1 1070 8 519 3 1186 2 436 2 344 1 629 1 454
13 20 14 2 38 1 996 4 1155 12 516 2 1175 11 292 4 384 10 771 5 1474 1 1269 2 805 3 174 4 444 1 161 2 973 1 1073 1 861 2 222 1 637 3 52
14 20 9 3 187 2 31 3 387 1 1432 1 1046 6 549 1 299 2 383 2 496 8 1134 1 388 6 521 1 882 1 397 2 1082 2 30 1 538 2 1200 1 361 2 946
15 20 15 3 28 5 367 6 179 12 1330 1 86 3 843 2 1023 1 793 2 463 3 1153 4 754 2 212 5 1226 3 882 4 767 1 1243 2 1452 3 937 8 10 7 1115
16 20 9 3 1272 6 560 8 411 1 1135 4 1001 1 1391 1 1470 3 320 3 43 2 333 2 326 1 1276 1 820 1 183 1 168 1 669 1 1060 5 279 2 466 2 343
17 20 13 2 15 3 219 3 460 3 1499 1 88 4 349 6 907 3 222 1 1393 1 62 3 1426 3 289 2 111 5 806 7 1360 3 586 2 24 7 1322 4 707 2 315
18 20 12 3 1374 2 190 3 1223 4 862 4 376 2 748 1 1052 3 89 1 496 1 148 6 700 9 1467 2 286 1 1357 3 731 1 472 5 894 7 303 2 709 3 494
19 20 13 7 880 1 736 3 1347 5 1177 2 76 10 1286 3 415 6 850 2 678 1 644 2 1317 1 271 2 1384 6 356 1 232 7 1244 5 223 1 855 1 238 1 1070
20 20 16 4 252 4 1339 11 632 4 1017 3 395 8 1483 4 1287 1 702 3 844 2 260 9 817 5 362 1 335 7 1303 5 962 1 848 2 1274 1 599 3 378 2 927
21 20 10 4 1011 3 1094 4 1112 3 501 7 24 7 361 3 920 5 312 1 1459 3 668 1 1028 1 694 1 1252 4 1464 1 1440 1 987 2 1303 1 284 1 1145 1 1157
22 20 15 4 1194 10 338 3 1250 6 1455 6 626 3 231 1 231 1 1453 1 683 4 523 5 867 6 749 4 894 3 26 3 777 1 786 1 512 5 430 4 430 4 914
23 20 10 1 10 7 971 6 991 1 659 5 432 2 1090 1 351 1 76 1 146 2 886 7 237 2 1049 1 291 4 941 2 783 4 635 1 617 1 1407 1 773 1 1382
24 20 15 1 181 3 1190 4 230 2 549 1 1158 2 808 1 66 15 930 1 871 5 193 2 1449 6 351 7 271 6 381 1 492 4 263 4 591 2 705 10 1322 1 1422
25 20 14 6 1424 1 80 1 84 5 80 1 224 2 1155 2 1474 1 1188 3 5 1 1046 1 489 2 735 4 994 7 817 5 1097 1 962 4 565 5 611 10 996 10 644
26 20 12 12 1110 1 522 2 1348 3 727 2 637 4 345 1 123 1 19 2 1256 3 312 2 1170 2 513 4 1372 3 1204 2 828 2 919 2 446 8 875 2 1350 2 788
27 20 15 6 314 3 849 2 1167 4 1063 4 597 5 1370 9 680 2 1358 1 640 7 1440 3 1363 10 713 1 684 1 370 1 44 2 810 1 668 5 1021 3 1379 5 1090
28 20 11 3 383 7 10 2 1265 2 513 2 79 1 430 4 257 1 917 5 441 2 1384 5 1120 2 824 3 1453 1 1066 5 456 2 414 1 767 2 1229 4 488 3 407
29 20 12 9 1352 3 1057 1 231 2 1229 1 266 2 1145 3 376 1 1466 3 144 7 850 10 1107 3 293 2 1477 4 625 3 1391 1 651 2 584 2 1480 1 498 2 240
