1 4 1129 0 1 0 0 0.0
5 4 2528 1 1 0 0 0.0
6 4 1641 0 1 0 0 0.0
8 4 4422 0 1 1 0 0.0
12 4 1538 1 1 0 0 0.0
18 4 2453 1 0 0 0 0.0
19 4 3999 0 1 0 1 0.0
20 4 4919 1 1 1 0 0.0
21 4 2098 1 0 0 0 0.0
22 4 1382 0 0 0 1 0.0
24 4 3611 0 1 1 1 0.0
25 4 3102 1 1 0 1 0.0
26 4 2551 0 1 0 1 0.0
27 4 3076 1 1 0 0 0.0
28 4 1649 0 0 0 1 0.0
29 4 2353 0 0 1 1 0.0
33 4 2277 0 1 0 0 0.0
34 4 2689 1 0 0 1 0.0
35 4 2271 0 1 0 0 0.0
36 4 1209 1 0 1 0 0.0
38 4 3414 1 1 0 0 0.0
40 4 2310 1 0 1 0 0.0
41 4 2024 1 0 0 0 0.0
45 4 4966 1 1 1 0 0.0
46 4 1792 1 1 0 0 0.0
47 4 4600 0 1 0 1 0.0
48 4 3966 0 1 1 0 0.0
50 4 2717 1 0 0 1 0.0
53 4 4212 0 0 1 1 0.0
54 4 523 1 0 0 0 0.0
55 4 3260 1 1 0 1 0.0
56 4 2137 0 1 1 0 0.0
58 4 2090 0 0 1 0 0.0
59 4 4009 1 1 1 0 0.0
62 4 2537 1 0 0 1 0.0
66 4 4371 1 1 0 0 0.0
67 4 3162 1 0 0 1 0.0
75 4 2904 0 1 1 1 0.0
77 4 5098 1 1 1 0 0.0
78 4 3681 1 1 0 1 0.0
80 4 1548 0 0 1 0 0.0
84 4 1872 0 1 0 0 0.0
86 4 2533 0 1 0 1 0.0
87 4 2283 0 0 0 1 0.0
89 4 927 0 1 0 0 0.0
93 4 1160 0 0 0 1 0.0
94 4 1910 1 0 0 1 0.0
96 4 2751 1 1 0 1 0.0
97 4 3901 1 1 0 0 0.0
98 4 1487 0 0 1 0 0.0
99 4 4088 0 1 1 1 0.0
100 4 1936 0 0 0 1 0.0
101 4 5818 0 1 1 1 0.0
103 4 1289 0 0 0 1 0.0
105 4 2173 0 1 0 0 0.0
106 4 3248 0 1 1 0 0.0
108 4 3497 1 0 1 0 0.0
110 4 1867 0 0 1 0 0.0
112 4 2413 0 0 1 0 0.0
113 4 3499 0 1 0 1 0.0
115 4 5403 1 1 1 0 0.0
116 4 3213 1 0 1 0 0.0
117 4 2445 0 0 0 1 0.0
122 4 4162 1 0 1 0 0.0
123 4 5875 1 0 1 1 0.0
124 4 2120 1 0 0 0 0.0
125 4 3619 0 1 0 1 0.0
127 4 3980 0 1 0 1 0.0
128 4 2364 0 0 1 0 0.0
129 4 3248 0 1 0 1 0.0
130 4 5691 1 0 1 1 0.0
133 4 926 0 1 0 1 0.0
134 4 3184 0 1 1 0 0.0
135 4 4346 1 1 0 1 0.0
136 4 1822 0 0 1 1 0.0
137 4 2302 1 1 1 0 0.0
138 4 1390 0 0 1 0 0.0
146 4 4195 0 0 1 1 0.0
149 4 2446 0 0 1 0 0.0
151 4 3714 1 0 1 1 0.0
152 4 2197 0 0 1 0 0.0
153 4 475 1 1 0 0 0.0
154 4 3621 1 1 0 0 0.0
155 4 1777 1 1 0 0 0.0
159 4 2444 0 1 0 0 0.0
161 4 1118 1 0 0 0 0.0
164 4 4042 0 1 1 0 0.0
165 4 1609 1 1 0 0 0.0
166 4 1314 0 1 0 0 0.0
167 4 2148 1 0 1 0 0.0
170 4 2489 0 0 1 0 0.0
171 4 2439 0 0 1 0 0.0
175 4 4005 1 0 1 0 0.0
176 4 2094 0 1 1 0 0.0
184 4 4391 1 0 1 1 0.0
186 4 3084 1 1 0 0 0.0
192 4 3419 0 1 1 0 0.0
194 4 1181 0 0 0 1 0.0
196 4 1991 1 0 0 1 0.0
200 4 2965 1 0 0 1 0.0
202 4 2493 0 1 0 0 0.0
205 4 2209 1 0 0 0 0.0
208 4 1992 0 1 0 0 0.0
209 4 2582 1 1 0 1 0.0
210 4 924 0 0 0 1 0.0
211 4 3052 0 1 0 1 0.0
213 4 1537 1 0 0 0 0.0
214 4 3013 1 1 0 1 0.0
217 4 1742 0 1 0 0 0.0
218 4 1664 0 0 1 0 0.0
219 4 2403 0 0 1 0 0.0
220 4 2193 1 1 0 0 0.0
221 4 1648 1 0 0 1 0.0
223 4 4469 1 1 0 1 0.0
224 4 1185 0 1 0 0 0.0
225 4 3714 0 1 1 0 0.0
226 4 1360 1 0 0 0 0.0
227 4 365 1 0 0 0 0.0
228 4 4730 1 1 1 0 0.0
231 4 4385 1 0 1 1 0.0
232 4 5391 1 1 1 0 0.0
236 4 2013 0 1 0 0 0.0
237 4 1598 1 0 0 0 0.0
240 4 1410 0 0 1 0 0.0
243 4 1462 0 0 0 1 0.0
244 4 24500 0 1 0 0 0.0
246 4 3293 0 0 1 1 0.0
248 4 2685 0 1 0 1 0.0
250 4 3215 1 0 0 1 0.0
254 4 1545 0 0 0 1 0.0
256 4 1617 0 1 1 1 0.0
259 4 3231 1 1 0 0 0.0
263 4 1874 1 1 1 0 0.0
265 4 3880 0 1 1 0 0.0
266 4 1140 0 1 0 0 0.0
267 4 2722 0 1 0 1 0.0
268 4 2627 0 1 0 1 0.0
269 4 5049 0 1 1 1 0.0
270 4 1924 1 1 0 0 0.0
272 4 3962 0 1 0 1 0.0
273 4 2307 0 1 1 0 0.0
274 4 2521 1 0 0 1 0.0
275 4 3216 0 0 1 1 0.0
278 4 631 0 1 0 0 0.0
280 4 3135 0 1 1 0 0.0
281 4 875 0 0 1 0 0.0
282 4 2326 0 1 0 0 0.0
283 4 3373 1 0 1 0 0.0
287 4 1167 0 0 1 1 0.0
291 4 1379 0 0 0 1 0.0
293 4 3531 0 0 1 1 0.0
296 4 1745 1 0 0 1 0.0
298 4 3620 1 0 1 1 0.0
299 4 2370 0 1 0 1 0.0
302 4 2038 0 1 0 0 0.0
303 4 1479 0 0 1 0 0.0
305 4 4215 0 1 0 1 0.0
306 4 2494 1 0 0 0 0.0
307 4 2488 1 1 0 0 0.0
308 4 3091 1 0 1 0 0.0
310 4 4132 1 1 0 0 0.0
313 4 2268 1 0 0 0 0.0
316 4 1101 1 0 0 0 0.0
317 4 4756 1 0 1 1 0.0
318 4 2247 0 1 0 0 0.0
319 4 1712 1 0 0 1 0.0
320 4 2863 1 0 0 1 0.0
321 4 3700 1 0 0 1 0.0
325 4 4279 1 1 0 0 0.0
327 4 3176 1 0 0 1 0.0
328 4 3162 0 0 1 1 0.0
329 4 2265 0 0 0 1 0.0
331 4 2411 1 0 0 0 0.0
335 4 3559 1 1 1 0 0.0
340 4 1570 0 0 1 0 0.0
341 4 2305 0 1 1 0 0.0
346 4 3753 0 1 0 1 0.0
351 4 4668 1 1 1 0 0.0
353 4 2111 1 1 0 1 0.0
354 4 3130 0 1 0 1 0.0
357 4 3366 0 1 0 1 0.0
358 4 2311 1 0 0 1 0.0
359 4 2123 1 0 0 1 0.0
361 4 14144 0 1 0 0 0.0
363 4 638 0 1 0 0 0.0
364 4 1726 0 1 0 0 0.0
367 4 2647 1 0 0 1 0.0
370 4 1499 0 1 0 0 0.0
372 4 6805 1 0 1 1 0.0
373 4 2637 0 0 1 1 0.0
377 4 2463 0 0 1 0 0.0
379 4 804 1 1 0 0 0.0
380 4 3606 0 1 1 0 0.0
383 4 2024 1 0 0 0 0.0
387 4 2385 0 0 0 1 0.0
388 4 2628 1 1 0 1 0.0
391 4 3640 1 0 1 0 0.0
393 4 3466 1 0 1 1 0.0
397 4 4302 0 1 1 1 0.0
399 4 3785 0 1 0 1 0.0
