1 5 0 0 0 0 0 0 0.0
2 5 618 0 0 0 0 1 0.0
3 5 882 0 0 0 1 0 0.0
4 5 1489 0 0 0 1 0 0.0
5 5 0 0 0 0 0 0 0.0
6 5 509 0 1 0 0 0 0.0
7 5 0 0 0 0 0 0 0.0
8 5 1471 0 0 0 1 0 0.0
9 5 0 0 0 0 0 0 0.0
10 5 1490 1 0 0 0 0 0.0
11 5 0 0 0 0 0 0 0.0
12 5 0 0 0 0 0 0 0.0
13 5 1050 0 0 0 1 0 0.0
14 5 1043 1 0 0 0 0 0.0
15 5 0 0 0 0 0 0 0.0
16 5 867 0 1 0 0 0 0.0
17 5 603 0 0 0 0 1 0.0
18 5 1061 0 1 0 0 0 0.0
19 5 0 0 0 0 0 0 0.0
20 5 870 1 0 0 0 0 0.0
21 5 0 0 0 0 0 0 0.0
22 5 655 0 0 0 0 1 0.0
23 5 501 0 1 0 0 0 0.0
24 5 0 0 0 0 0 0 0.0
25 5 73 0 0 1 0 0 0.0
26 5 1308 0 0 0 1 0 0.0
27 5 1776 1 0 1 0 0 0.0
28 5 0 0 0 0 0 0 0.0
29 5 996 0 1 0 0 0 0.0
30 5 0 0 0 0 0 0 0.0
31 5 0 0 0 0 0 0 0.0
32 5 1432 0 0 1 0 0 0.0
33 5 0 0 0 0 0 0 0.0
34 5 1243 0 0 0 1 0 0.0
35 5 1470 0 0 0 1 0 0.0
36 5 1276 0 0 1 0 0 0.0
37 5 153 0 0 0 1 0 0.0
38 5 1393 0 0 1 0 0 0.0
39 5 797 0 0 1 0 0 0.0
40 5 827 0 0 1 0 0 0.0
41 5 0 0 0 0 0 0 0.0
42 5 0 0 0 0 0 0 0.0
43 5 0 0 0 0 0 0 0.0
44 5 0 0 0 0 0 0 0.0
45 5 702 1 0 0 0 0 0.0
46 5 848 1 0 0 0 0 0.0
47 5 0 0 0 0 0 0 0.0
48 5 0 0 0 0 0 0 0.0
49 5 0 0 0 0 0 0 0.0
50 5 0 0 0 0 0 0 0.0
51 5 0 0 0 0 0 0 0.0
52 5 786 1 0 0 0 0 0.0
53 5 351 1 0 0 0 0 0.0
54 5 1407 0 0 0 1 0 0.0
55 5 0 0 0 0 0 0 0.0
56 5 1422 0 0 0 0 1 0.0
57 5 0 0 0 0 0 0 0.0
58 5 0 0 0 0 0 0 0.0
59 5 0 0 0 0 0 0 0.0
60 5 0 0 0 0 0 0 0.0
61 5 0 0 0 0 0 0 0.0
62 5 0 0 0 0 0 0 0.0
63 5 0 0 0 0 0 0 0.0
64 5 430 0 0 0 0 1 0.0
65 5 0 0 0 0 0 0 0.0
66 5 767 0 0 0 1 0 0.0
67 5 0 0 0 0 0 0 0.0
68 5 0 0 0 0 0 0 0.0
69 5 1433 0 0 0 1 0 0.0
70 5 0 0 0 0 0 0 0.0
71 5 0 0 0 0 0 0 0.0
72 5 1219 0 1 0 0 0 0.0
73 5 0 0 0 0 0 0 0.0
74 5 1156 0 0 1 0 0 0.0
75 5 0 0 0 0 0 0 0.0
76 5 966 0 0 1 0 0 0.0
77 5 649 0 0 0 0 1 0.0
78 5 0 0 0 0 0 0 0.0
79 5 0 0 0 0 0 0 0.0
80 5 1437 1 0 0 0 0 0.0
81 5 0 0 0 0 0 0 0.0
82 5 0 0 0 0 0 0 0.0
83 5 0 0 0 0 0 0 0.0
84 5 0 0 0 0 0 0 0.0
85 5 0 0 0 0 0 0 0.0
86 5 825 0 0 0 1 0 0.0
87 5 1430 0 0 0 0 1 0.0
88 5 483 0 0 1 0 0 0.0
89 5 0 0 0 0 0 0 0.0
90 5 723 0 0 1 0 0 0.0
91 5 1359 0 0 0 1 0 0.0
92 5 0 0 0 0 0 0 0.0
93 5 763 0 0 0 1 0 0.0
94 5 0 0 0 0 0 0 0.0
95 5 567 0 0 0 1 0 0.0
96 5 0 0 0 0 0 0 0.0
97 5 95 0 0 1 0 0 0.0
98 5 923 0 0 0 1 0 0.0
99 5 0 0 0 0 0 0 0.0
100 5 0 0 0 0 0 0 0.0
101 5 1470 0 0 0 1 0 0.0
102 5 0 0 0 0 0 0 0.0
103 5 120 0 0 0 0 1 0.0
104 5 899 0 0 1 0 0 0.0
105 5 0 0 0 0 0 0 0.0
106 5 0 0 0 0 0 0 0.0
107 5 0 0 0 0 0 0 0.0
108 5 0 0 0 0 0 0 0.0
109 5 1481 0 0 0 1 0 0.0
110 5 0 0 0 0 0 0 0.0
111 5 0 0 0 0 0 0 0.0
112 5 0 0 0 0 0 0 0.0
113 5 0 0 0 0 0 0 0.0
114 5 1343 0 0 0 1 0 0.0
115 5 1084 0 1 0 0 0 0.0
116 5 0 0 0 0 0 0 0.0
117 5 0 0 0 0 0 0 0.0
118 5 0 0 0 0 0 0 0.0
119 5 178 0 0 0 1 0 0.0
120 5 0 0 0 0 0 0 0.0
121 5 1349 0 1 0 0 0 0.0
122 5 0 0 0 0 0 0 0.0
123 5 568 0 0 0 0 1 0.0
124 5 1019 1 0 0 0 0 0.0
125 5 0 0 0 0 0 0 0.0
126 5 1164 0 1 0 0 0 0.0
127 5 588 1 0 0 0 0 0.0
128 5 1475 1 0 0 0 0 0.0
129 5 1290 0 0 1 0 0 0.0
130 5 0 0 0 0 0 0 0.0
131 5 656 0 0 0 0 1 0.0
132 5 0 0 0 0 0 0 0.0
133 5 0 0 0 0 0 0 0.0
134 5 1013 1 0 0 0 0 0.0
135 5 1466 0 0 1 0 0 0.0
136 5 0 0 0 0 0 0 0.0
137 5 1183 1 0 0 0 0 0.0
138 5 0 0 0 0 0 0 0.0
139 5 1442 0 0 0 1 0 0.0
140 5 0 0 0 0 0 0 0.0
141 5 0 0 0 0 0 0 0.0
142 5 1028 0 0 0 0 1 0.0
143 5 0 0 0 0 0 0 0.0
144 5 0 0 0 0 0 0 0.0
145 5 0 0 0 0 0 0 0.0
146 5 1164 0 0 0 1 0 0.0
147 5 0 0 0 0 0 0 0.0
148 5 726 1 0 0 0 0 0.0
149 5 740 0 0 0 1 0 0.0
150 5 1146 0 0 1 0 0 0.0
151 5 839 0 1 0 0 0 0.0
152 5 1442 0 1 0 0 0 0.0
153 5 525 1 0 0 0 0 0.0
154 5 1334 0 0 0 0 1 0.0
155 5 0 0 0 0 0 0 0.0
156 5 0 0 0 0 0 0 0.0
157 5 0 0 0 0 0 0 0.0
158 5 1354 0 0 0 0 1 0.0
159 5 891 0 0 1 0 0 0.0
160 5 0 0 0 0 0 0 0.0
161 5 1408 1 0 0 0 0 0.0
162 5 0 0 0 0 0 0 0.0
163 5 853 1 0 0 0 0 0.0
164 5 1343 0 0 0 0 1 0.0
165 5 0 0 0 0 0 0 0.0
166 5 0 0 0 0 0 0 0.0
167 5 0 0 0 0 0 0 0.0
168 5 1243 0 0 1 0 0 0.0
169 5 921 0 0 0 0 1 0.0
170 5 0 0 0 0 0 0 0.0
171 5 990 0 0 0 1 0 0.0
172 5 1456 0 0 0 1 0 0.0
173 5 0 0 0 0 0 0 0.0
174 5 0 0 0 0 0 0 0.0
175 5 0 0 0 0 0 0 0.0
176 5 158 1 0 0 0 0 0.0
177 5 655 0 0 0 1 0 0.0
178 5 1029 0 0 0 0 1 0.0
179 5 0 0 0 0 0 0 0.0
180 5 573 0 0 0 0 1 0.0
