1 5 27 44 88 52 246 243 1186 179 933 33 99
2 5 25 89 460 36 207 73 263 171 898 137 648
3 5 47 286 1428 294 1466 9 124 164 822 198 986
4 5 30 60 297 183 867 121 609 27 215 211 1054
5 5 42 207 991 197 1030 156 755 39 72 256 1286
6 5 35 172 863 105 464 181 959 192 991 50 359
7 5 42 250 1265 21 63 88 473 223 1085 264 1317
8 5 49 59 337 103 472 257 1284 283 1417 287 1437
9 5 43 177 926 161 849 60 229 286 1425 178 835
10 5 39 22 43 195 988 213 1080 75 279 289 1443
11 5 44 223 1111 235 1189 208 1019 213 1089 14 54
12 5 43 46 136 163 840 234 1168 261 1309 162 785
13 5 29 186 913 272 1352 53 329 33 116 42 198
14 5 33 92 495 246 1241 31 273 200 954 97 581
15 5 38 239 1175 30 189 118 544 280 1399 94 557
16 5 43 155 765 202 1022 283 1423 63 240 173 901
17 5 35 233 1177 21 197 69 369 146 664 233 1182
18 5 48 266 1338 272 1347 260 1305 123 623 56 217
19 5 34 49 273 49 307 81 376 266 1340 239 1201
20 5 29 30 142 57 380 168 874 191 972 143 771
21 5 41 231 1128 220 1122 176 825 115 658 80 315
22 5 35 137 642 239 1181 131 681 13 177 194 970
23 5 36 70 379 194 1009 98 396 198 956 173 872
24 5 48 198 959 103 438 180 898 259 1314 226 1137
25 5 37 176 855 210 1076 142 687 129 618 85 496
26 5 37 174 923 59 410 212 1036 156 761 151 825
27 5 32 138 766 56 378 263 1314 127 579 70 285
28 5 37 139 650 131 726 66 392 123 566 283 1406
29 5 36 96 511 275 1384 50 143 91 427 211 1015
30 5 35 213 1065 85 491 114 592 162 856 138 758
31 5 21 3 106 31 171 100 470 160 761 135 694
32 5 25 89 448 61 419 87 421 237 1157 37 260
33 5 45 147 781 247 1211 144 650 243 1233 121 596
34 5 44 258 1301 36 307 214 1057 244 1226 134 626
35 5 47 110 510 122 563 279 1399 284 1423 150 719
36 5 25 19 16 116 511 36 181 242 1231 98 488
37 5 31 237 1179 211 1078 116 617 27 70 36 164
38 5 24 90 465 33 101 182 894 71 438 114 648
39 5 25 289 1444 139 692 13 109 3 139 73 311
40 5 29 105 556 273 1360 78 497 102 474 30 12
41 5 33 171 869 96 568 51 166 85 442 276 1386
42 5 20 87 500 28 18 11 189 94 447 180 839
43 5 36 58 347 241 1225 300 1500 2 94 129 712
44 5 42 78 326 190 904 289 1443 198 939 100 484
45 5 28 95 437 295 1474 1 129 161 803 22 9
46 5 44 212 1084 252 1261 105 437 289 1446 36 252
47 5 34 46 260 269 1355 142 690 84 490 142 708
48 5 39 97 535 219 1070 43 248 260 1319 178 935
49 5 42 178 880 46 324 196 1021 142 678 287 1431
50 5 31 179 909 145 746 25 171 230 1156 50 361
51 5 32 69 283 158 740 149 811 142 655 126 572
52 5 33 36 180 179 866 63 288 274 1366 127 677
