1 4 1129 0 1 0 0 0.0
2 4 2966 0 1 1 0 0.0
3 4 0 0 0 0 0 0.0
4 4 70 1 0 0 0 0.0
5 4 2528 1 1 0 0 0.0
6 4 1641 0 1 0 0 0.0
7 4 4607 1 1 0 1 0.0
8 4 4422 0 1 1 0 0.0
9 4 3451 1 0 1 1 0.0
10 4 744 1 0 0 0 0.0
11 4 4774 1 1 1 0 0.0
12 4 1538 1 1 0 0 0.0
13 4 5798 1 1 0 1 0.0
14 4 3972 1 0 1 1 0.0
15 4 4117 1 1 0 0 0.0
16 4 2698 1 1 0 0 0.0
17 4 0 0 0 0 0 0.0
18 4 2453 1 0 0 0 0.0
19 4 3999 0 1 0 1 0.0
20 4 4919 1 1 1 0 0.0
21 4 2098 1 0 0 0 0.0
22 4 1382 0 0 0 1 0.0
23 4 4485 1 1 1 0 0.0
24 4 3611 0 1 1 1 0.0
25 4 3102 1 1 0 1 0.0
26 4 2551 0 1 0 1 0.0
27 4 3076 1 1 0 0 0.0
28 4 1649 0 0 0 1 0.0
29 4 2353 0 0 1 1 0.0
30 4 5798 1 1 0 1 0.0
31 4 4506 1 0 1 1 0.0
32 4 5893 1 0 1 1 0.0
33 4 2277 0 1 0 0 0.0
34 4 2689 1 0 0 1 0.0
35 4 2356 1 0 0 0 0.0
36 4 1209 1 0 1 0 0.0
37 4 0 0 0 0 0 0.0
38 4 3414 1 1 0 0 0.0
39 4 4899 0 1 1 1 0.0
40 4 2310 1 0 1 0 0.0
41 4 2024 1 0 0 0 0.0
42 4 2625 0 1 0 1 0.0
43 4 3331 1 1 0 0 0.0
44 4 3271 0 1 1 1 0.0
45 4 4966 1 1 1 0 0.0
46 4 1792 1 1 0 0 0.0
47 4 4600 0 1 0 1 0.0
48 4 3966 0 1 1 0 0.0
49 4 0 0 0 0 0 0.0
50 4 2717 1 0 0 1 0.0
51 4 0 0 0 0 0 0.0
52 4 3895 1 1 0 1 0.0
53 4 4212 0 0 1 1 0.0
54 4 523 1 0 0 0 0.0
55 4 3260 1 1 0 1 0.0
56 4 2137 0 1 1 0 0.0
57 4 3438 0 1 1 0 0.0
58 4 2090 0 0 1 0 0.0
59 4 4009 1 1 1 0 0.0
60 4 4469 0 0 1 1 0.0
61 4 0 0 0 0 0 0.0
62 4 2537 1 0 0 1 0.0
63 4 1235 1 0 0 0 0.0
64 4 4289 1 1 1 0 0.0
65 4 6226 1 1 0 1 0.0
66 4 4371 1 1 0 0 0.0
67 4 3162 1 0 0 1 0.0
68 4 4275 1 0 1 1 0.0
69 4 0 0 0 0 0 0.0
70 4 5282 1 1 0 1 0.0
71 4 2301 1 0 0 1 0.0
72 4 2861 1 0 1 1 0.0
73 4 2542 1 0 1 0 0.0
74 4 0 0 0 0 0 0.0
75 4 2904 0 1 1 1 0.0
76 4 3721 0 0 1 1 0.0
77 4 5098 1 1 1 0 0.0
78 4 3681 1 1 0 1 0.0
79 4 5150 1 0 1 1 0.0
